Date,Day,Site,Year,SiteYear,Sample,Larvae,Pupae,Beetle,Adultcumulative
8-Jun-11,8-Jun-17,East,2011,East2011,14,2,0,0,
8-Jun-11,8-Jun-17,East,2011,East2011,15,10,1,0,
13-Jun-11,13-Jun-17,East,2011,East2011,1,1,6,0,
13-Jun-11,13-Jun-17,East,2011,East2011,2,0,0,0,
13-Jun-11,13-Jun-17,East,2011,East2011,3,1,1,1,
13-Jun-11,13-Jun-17,East,2011,East2011,4,0,0,0,
13-Jun-11,13-Jun-17,East,2011,East2011,5,1,2,0,
13-Jun-11,13-Jun-17,East,2011,East2011,6,0,2,0,
13-Jun-11,13-Jun-17,East,2011,East2011,7,1,6,1,
13-Jun-11,13-Jun-17,East,2011,East2011,8,0,3,1,
13-Jun-11,13-Jun-17,East,2011,East2011,9,0,2,0,
13-Jun-11,13-Jun-17,East,2011,East2011,10,1,6,0,
13-Jun-11,13-Jun-17,East,2011,East2011,11,0,4,0,
13-Jun-11,13-Jun-17,East,2011,East2011,12,0,1,0,
13-Jun-11,13-Jun-17,East,2011,East2011,13,2,3,0,
13-Jun-11,13-Jun-17,East,2011,East2011,14,3,1,1,
13-Jun-11,13-Jun-17,East,2011,East2011,15,2,1,2,
15-Jun-11,15-Jun-17,East,2011,East2011,1,0,3,0,
15-Jun-11,15-Jun-17,East,2011,East2011,2,0,2,0,
15-Jun-11,15-Jun-17,East,2011,East2011,3,0,4,2,
15-Jun-11,15-Jun-17,East,2011,East2011,4,0,1,0,
15-Jun-11,15-Jun-17,East,2011,East2011,5,1,2,2,
15-Jun-11,15-Jun-17,East,2011,East2011,6,0,1,0,
15-Jun-11,15-Jun-17,East,2011,East2011,7,0,1,0,
15-Jun-11,15-Jun-17,East,2011,East2011,8,0,0,0,
15-Jun-11,15-Jun-17,East,2011,East2011,9,0,1,1,
15-Jun-11,15-Jun-17,East,2011,East2011,10,0,1,1,
15-Jun-11,15-Jun-17,East,2011,East2011,11,0,1,0,
15-Jun-11,15-Jun-17,East,2011,East2011,12,1,0,1,
15-Jun-11,15-Jun-17,East,2011,East2011,13,0,3,1,
15-Jun-11,15-Jun-17,East,2011,East2011,14,0,0,0,
15-Jun-11,15-Jun-17,East,2011,East2011,15,0,3,0,
17-Jun-11,17-Jun-17,East,2011,East2011,1,0,0,0,
17-Jun-11,17-Jun-17,East,2011,East2011,2,0,0,0,
17-Jun-11,17-Jun-17,East,2011,East2011,3,0,0,1,
17-Jun-11,17-Jun-17,East,2011,East2011,4,0,0,0,
17-Jun-11,17-Jun-17,East,2011,East2011,5,0,0,0,
17-Jun-11,17-Jun-17,East,2011,East2011,6,0,0,2,
17-Jun-11,17-Jun-17,East,2011,East2011,7,0,1,1,
17-Jun-11,17-Jun-17,East,2011,East2011,8,1,1,0,
17-Jun-11,17-Jun-17,East,2011,East2011,9,0,0,0,
17-Jun-11,17-Jun-17,East,2011,East2011,10,0,1,0,
17-Jun-11,17-Jun-17,East,2011,East2011,11,0,1,0,
17-Jun-11,17-Jun-17,East,2011,East2011,12,0,1,0,
17-Jun-11,17-Jun-17,East,2011,East2011,13,0,0,0,
17-Jun-11,17-Jun-17,East,2011,East2011,14,0,2,0,
17-Jun-11,17-Jun-17,East,2011,East2011,15,0,0,0,
8-May-12,8-May-17,East,2012,East2012,1,21,0,0,0
8-May-12,8-May-17,East,2012,East2012,2,35,0,0,
8-May-12,8-May-17,East,2012,East2012,3,3,0,0,
8-May-12,8-May-17,East,2012,East2012,4,15,0,0,
8-May-12,8-May-17,East,2012,East2012,5,0,0,0,
8-May-12,8-May-17,East,2012,East2012,6,0,0,0,
8-May-12,8-May-17,East,2012,East2012,7,0,0,0,
8-May-12,8-May-17,East,2012,East2012,8,0,0,0,
8-May-12,8-May-17,East,2012,East2012,9,0,0,0,
8-May-12,8-May-17,East,2012,East2012,10,7,0,0,
8-May-12,8-May-17,East,2012,East2012,11,0,0,0,
8-May-12,8-May-17,East,2012,East2012,12,2,0,0,
8-May-12,8-May-17,East,2012,East2012,13,0,0,0,
8-May-12,8-May-17,East,2012,East2012,14,0,0,0,
8-May-12,8-May-17,East,2012,East2012,15,0,0,0,
11-May-12,11-May-17,East,2012,East2012,1,0,0,0,0
11-May-12,11-May-17,East,2012,East2012,2,7,0,0,
11-May-12,11-May-17,East,2012,East2012,3,29,0,0,
11-May-12,11-May-17,East,2012,East2012,4,26,0,0,
11-May-12,11-May-17,East,2012,East2012,5,22,0,0,
11-May-12,11-May-17,East,2012,East2012,6,6,0,0,
11-May-12,11-May-17,East,2012,East2012,7,0,0,0,
11-May-12,11-May-17,East,2012,East2012,8,0,0,0,
11-May-12,11-May-17,East,2012,East2012,9,0,0,0,
11-May-12,11-May-17,East,2012,East2012,10,0,0,0,
11-May-12,11-May-17,East,2012,East2012,11,0,0,0,
11-May-12,11-May-17,East,2012,East2012,12,0,0,0,
11-May-12,11-May-17,East,2012,East2012,13,0,0,0,
11-May-12,11-May-17,East,2012,East2012,14,1,0,0,
11-May-12,11-May-17,East,2012,East2012,15,9,0,0,
14-May-12,14-May-17,East,2012,East2012,1,8,0,0,0
14-May-12,14-May-17,East,2012,East2012,2,14,0,0,
14-May-12,14-May-17,East,2012,East2012,3,18,0,0,
14-May-12,14-May-17,East,2012,East2012,4,17,0,0,
14-May-12,14-May-17,East,2012,East2012,5,14,0,0,
14-May-12,14-May-17,East,2012,East2012,6,1,0,0,
14-May-12,14-May-17,East,2012,East2012,7,0,0,0,
14-May-12,14-May-17,East,2012,East2012,8,0,0,0,
14-May-12,14-May-17,East,2012,East2012,9,1,0,0,
14-May-12,14-May-17,East,2012,East2012,10,0,0,0,
14-May-12,14-May-17,East,2012,East2012,11,0,0,0,
14-May-12,14-May-17,East,2012,East2012,12,0,0,0,
14-May-12,14-May-17,East,2012,East2012,13,0,0,0,
14-May-12,14-May-17,East,2012,East2012,14,7,0,0,
14-May-12,14-May-17,East,2012,East2012,15,4,0,0,
16-May-12,16-May-17,East,2012,East2012,1,11,0,0,0
16-May-12,16-May-17,East,2012,East2012,2,20,0,0,
16-May-12,16-May-17,East,2012,East2012,3,7,0,0,
16-May-12,16-May-17,East,2012,East2012,4,8,0,0,
16-May-12,16-May-17,East,2012,East2012,5,10,0,0,
16-May-12,16-May-17,East,2012,East2012,6,7,0,0,
16-May-12,16-May-17,East,2012,East2012,7,8,0,0,
16-May-12,16-May-17,East,2012,East2012,8,12,0,0,
16-May-12,16-May-17,East,2012,East2012,9,1,0,0,
16-May-12,16-May-17,East,2012,East2012,10,0,0,0,
16-May-12,16-May-17,East,2012,East2012,11,0,0,0,
16-May-12,16-May-17,East,2012,East2012,12,0,0,0,
16-May-12,16-May-17,East,2012,East2012,13,0,0,0,
16-May-12,16-May-17,East,2012,East2012,14,0,0,0,
16-May-12,16-May-17,East,2012,East2012,15,3,0,0,
18-May-12,18-May-17,East,2012,East2012,1,6,0,0,0
18-May-12,18-May-17,East,2012,East2012,2,10,0,0,
18-May-12,18-May-17,East,2012,East2012,3,1,0,0,
18-May-12,18-May-17,East,2012,East2012,4,1,0,0,
18-May-12,18-May-17,East,2012,East2012,5,7,0,0,
18-May-12,18-May-17,East,2012,East2012,6,4,0,0,
18-May-12,18-May-17,East,2012,East2012,7,4,0,0,
18-May-12,18-May-17,East,2012,East2012,8,0,0,0,
18-May-12,18-May-17,East,2012,East2012,9,0,0,0,
18-May-12,18-May-17,East,2012,East2012,10,0,0,0,
18-May-12,18-May-17,East,2012,East2012,11,0,0,0,
18-May-12,18-May-17,East,2012,East2012,12,0,0,0,
18-May-12,18-May-17,East,2012,East2012,13,1,0,0,
18-May-12,18-May-17,East,2012,East2012,14,12,0,0,
18-May-12,18-May-17,East,2012,East2012,15,9,0,0,
21-May-12,21-May-17,East,2012,East2012,1,5,0,0,0
21-May-12,21-May-17,East,2012,East2012,2,5,0,0,
21-May-12,21-May-17,East,2012,East2012,3,4,0,0,
21-May-12,21-May-17,East,2012,East2012,4,2,0,0,
21-May-12,21-May-17,East,2012,East2012,5,2,0,0,
21-May-12,21-May-17,East,2012,East2012,6,3,0,0,
21-May-12,21-May-17,East,2012,East2012,7,5,0,0,
21-May-12,21-May-17,East,2012,East2012,8,8,0,0,
21-May-12,21-May-17,East,2012,East2012,9,0,0,0,
21-May-12,21-May-17,East,2012,East2012,10,0,0,0,
21-May-12,21-May-17,East,2012,East2012,11,12,0,0,
21-May-12,21-May-17,East,2012,East2012,12,0,0,0,
21-May-12,21-May-17,East,2012,East2012,13,0,0,0,
21-May-12,21-May-17,East,2012,East2012,14,0,0,0,
21-May-12,21-May-17,East,2012,East2012,15,7,0,0,
23-May-12,23-May-17,East,2012,East2012,1,3,0,0,0
23-May-12,23-May-17,East,2012,East2012,2,3,0,0,
23-May-12,23-May-17,East,2012,East2012,3,5,0,0,
23-May-12,23-May-17,East,2012,East2012,4,5,0,0,
23-May-12,23-May-17,East,2012,East2012,5,8,0,0,
23-May-12,23-May-17,East,2012,East2012,6,2,0,1,
23-May-12,23-May-17,East,2012,East2012,7,4,0,0,
23-May-12,23-May-17,East,2012,East2012,8,1,0,0,
23-May-12,23-May-17,East,2012,East2012,9,0,0,0,
23-May-12,23-May-17,East,2012,East2012,10,4,0,0,
23-May-12,23-May-17,East,2012,East2012,11,1,0,0,
23-May-12,23-May-17,East,2012,East2012,12,2,0,0,
23-May-12,23-May-17,East,2012,East2012,13,3,0,0,
23-May-12,23-May-17,East,2012,East2012,14,1,0,0,
23-May-12,23-May-17,East,2012,East2012,15,2,0,0,
28-May-12,28-May-17,East,2012,East2012,1,3,0,0,0
28-May-12,28-May-17,East,2012,East2012,2,3,0,0,
28-May-12,28-May-17,East,2012,East2012,3,1,2,0,
28-May-12,28-May-17,East,2012,East2012,4,0,1,0,
28-May-12,28-May-17,East,2012,East2012,5,5,0,2,
28-May-12,28-May-17,East,2012,East2012,6,4,0,1,
28-May-12,28-May-17,East,2012,East2012,7,6,1,1,
28-May-12,28-May-17,East,2012,East2012,8,2,0,0,
28-May-12,28-May-17,East,2012,East2012,9,0,0,0,
28-May-12,28-May-17,East,2012,East2012,10,0,0,0,
28-May-12,28-May-17,East,2012,East2012,11,1,0,0,
28-May-12,28-May-17,East,2012,East2012,12,1,0,0,
28-May-12,28-May-17,East,2012,East2012,13,0,0,0,
28-May-12,28-May-17,East,2012,East2012,14,1,0,0,
28-May-12,28-May-17,East,2012,East2012,15,1,0,1,
31-May-12,31-May-17,East,2012,East2012,1,1,0,0,0
31-May-12,31-May-17,East,2012,East2012,2,0,1,0,
31-May-12,31-May-17,East,2012,East2012,3,0,0,0,
31-May-12,31-May-17,East,2012,East2012,4,1,4,0,
31-May-12,31-May-17,East,2012,East2012,5,1,1,1,
31-May-12,31-May-17,East,2012,East2012,6,3,4,0,
31-May-12,31-May-17,East,2012,East2012,7,3,2,0,
31-May-12,31-May-17,East,2012,East2012,8,3,1,1,
31-May-12,31-May-17,East,2012,East2012,9,1,0,0,
31-May-12,31-May-17,East,2012,East2012,10,0,0,0,
31-May-12,31-May-17,East,2012,East2012,11,3,0,0,
31-May-12,31-May-17,East,2012,East2012,12,1,0,0,
31-May-12,31-May-17,East,2012,East2012,13,1,0,0,
31-May-12,31-May-17,East,2012,East2012,14,0,0,0,
31-May-12,31-May-17,East,2012,East2012,15,0,0,2,
4-Jun-12,4-Jun-17,East,2012,East2012,1,0,0,1,45.5
4-Jun-12,4-Jun-17,East,2012,East2012,2,1,0,0,
4-Jun-12,4-Jun-17,East,2012,East2012,3,0,1,0,
4-Jun-12,4-Jun-17,East,2012,East2012,4,0,4,0,
4-Jun-12,4-Jun-17,East,2012,East2012,5,0,3,0,
4-Jun-12,4-Jun-17,East,2012,East2012,6,0,0,0,
4-Jun-12,4-Jun-17,East,2012,East2012,7,1,0,0,
4-Jun-12,4-Jun-17,East,2012,East2012,8,0,1,0,
4-Jun-12,4-Jun-17,East,2012,East2012,9,0,4,0,
4-Jun-12,4-Jun-17,East,2012,East2012,10,1,1,0,
4-Jun-12,4-Jun-17,East,2012,East2012,11,0,4,0,
4-Jun-12,4-Jun-17,East,2012,East2012,12,0,1,0,
4-Jun-12,4-Jun-17,East,2012,East2012,13,0,0,0,
4-Jun-12,4-Jun-17,East,2012,East2012,14,0,1,0,
4-Jun-12,4-Jun-17,East,2012,East2012,15,0,0,0,
7-Jun-12,7-Jun-17,East,2012,East2012,1,0,0,0,63
7-Jun-12,7-Jun-17,East,2012,East2012,2,0,0,0,
7-Jun-12,7-Jun-17,East,2012,East2012,3,0,0,1,
7-Jun-12,7-Jun-17,East,2012,East2012,4,0,0,0,
7-Jun-12,7-Jun-17,East,2012,East2012,5,0,0,0,
7-Jun-12,7-Jun-17,East,2012,East2012,6,1,0,0,
7-Jun-12,7-Jun-17,East,2012,East2012,7,0,0,0,
7-Jun-12,7-Jun-17,East,2012,East2012,8,0,1,1,
7-Jun-12,7-Jun-17,East,2012,East2012,9,0,0,0,
7-Jun-12,7-Jun-17,East,2012,East2012,10,1,5,1,
7-Jun-12,7-Jun-17,East,2012,East2012,11,1,2,0,
7-Jun-12,7-Jun-17,East,2012,East2012,12,0,0,0,
7-Jun-12,7-Jun-17,East,2012,East2012,13,0,0,0,
7-Jun-12,7-Jun-17,East,2012,East2012,14,0,1,0,
7-Jun-12,7-Jun-17,East,2012,East2012,15,0,0,0,
11-Jun-12,11-Jun-17,East,2012,East2012,1,,,,68.5
12-Jun-12,12-Jun-17,East,2012,East2012,1,0,0,0,
12-Jun-12,12-Jun-17,East,2012,East2012,2,0,0,1,
12-Jun-12,12-Jun-17,East,2012,East2012,3,0,0,0,
12-Jun-12,12-Jun-17,East,2012,East2012,4,0,0,0,
12-Jun-12,12-Jun-17,East,2012,East2012,5,0,0,0,
12-Jun-12,12-Jun-17,East,2012,East2012,6,0,0,0,
12-Jun-12,12-Jun-17,East,2012,East2012,7,0,0,0,
12-Jun-12,12-Jun-17,East,2012,East2012,8,0,0,0,
12-Jun-12,12-Jun-17,East,2012,East2012,9,0,0,0,
12-Jun-12,12-Jun-17,East,2012,East2012,10,0,0,0,
12-Jun-12,12-Jun-17,East,2012,East2012,11,0,0,0,
12-Jun-12,12-Jun-17,East,2012,East2012,12,0,0,0,
12-Jun-12,12-Jun-17,East,2012,East2012,13,0,0,1,
12-Jun-12,12-Jun-17,East,2012,East2012,14,0,0,0,
12-Jun-12,12-Jun-17,East,2012,East2012,15,0,0,0,
4-Jun-16,4-Jun-17,East,2016,East2016,1,0,4,1,
4-Jun-16,4-Jun-17,East,2016,East2016,2,0,2,1,
4-Jun-16,4-Jun-17,East,2016,East2016,3,0,1,1,
4-Jun-16,4-Jun-17,East,2016,East2016,4,0,0,1,
4-Jun-16,4-Jun-17,East,2016,East2016,5,0,2,0,
4-Jun-16,4-Jun-17,East,2016,East2016,6,0,2,1,
4-Jun-16,4-Jun-17,East,2016,East2016,7,0,4,0,
4-Jun-16,4-Jun-17,East,2016,East2016,8,1,2,0,
4-Jun-16,4-Jun-17,East,2016,East2016,9,0,1,0,
4-Jun-16,4-Jun-17,East,2016,East2016,10,0,2,5,
4-Jun-16,4-Jun-17,East,2016,East2016,11,1,7,0,
4-Jun-16,4-Jun-17,East,2016,East2016,12,0,0,2,
4-Jun-16,4-Jun-17,East,2016,East2016,13,0,0,0,
4-Jun-16,4-Jun-17,East,2016,East2016,14,1,2,0,
4-Jun-16,4-Jun-17,East,2016,East2016,15,0,2,2,
7-Jun-16,7-Jun-17,East,2016,East2016,1,0,0,0,
7-Jun-16,7-Jun-17,East,2016,East2016,2,0,0,0,
7-Jun-16,7-Jun-17,East,2016,East2016,3,0,0,2,
7-Jun-16,7-Jun-17,East,2016,East2016,4,0,0,1,
7-Jun-16,7-Jun-17,East,2016,East2016,5,0,0,0,
7-Jun-16,7-Jun-17,East,2016,East2016,6,0,0,1,
7-Jun-16,7-Jun-17,East,2016,East2016,7,0,0,1,
7-Jun-16,7-Jun-17,East,2016,East2016,8,0,0,1,
7-Jun-16,7-Jun-17,East,2016,East2016,9,0,0,0,
7-Jun-16,7-Jun-17,East,2016,East2016,10,0,0,0,
7-Jun-16,7-Jun-17,East,2016,East2016,11,0,0,0,
7-Jun-16,7-Jun-17,East,2016,East2016,12,0,0,0,
7-Jun-16,7-Jun-17,East,2016,East2016,13,0,0,1,
7-Jun-16,7-Jun-17,East,2016,East2016,14,0,1,5,
7-Jun-16,7-Jun-17,East,2016,East2016,15,0,0,0,
17-May-17,17-May-17,East,2017,East2017,1,84,0,0,
17-May-17,17-May-17,East,2017,East2017,2,26,0,0,
17-May-17,17-May-17,East,2017,East2017,3,50,0,0,
17-May-17,17-May-17,East,2017,East2017,4,5,0,0,
17-May-17,17-May-17,East,2017,East2017,5,0,0,0,
17-May-17,17-May-17,East,2017,East2017,6,0,0,0,
17-May-17,17-May-17,East,2017,East2017,7,5,0,0,
17-May-17,17-May-17,East,2017,East2017,8,48,0,0,
17-May-17,17-May-17,East,2017,East2017,9,2,0,0,
17-May-17,17-May-17,East,2017,East2017,10,5,0,0,
17-May-17,17-May-17,East,2017,East2017,11,13,0,0,
17-May-17,17-May-17,East,2017,East2017,12,10,0,0,
17-May-17,17-May-17,East,2017,East2017,13,1,0,0,
17-May-17,17-May-17,East,2017,East2017,14,84,0,0,
17-May-17,17-May-17,East,2017,East2017,15,28,0,0,
19-May-17,19-May-17,East,2017,East2017,1,63,0,0,
19-May-17,19-May-17,East,2017,East2017,2,39,0,0,
19-May-17,19-May-17,East,2017,East2017,3,36,0,0,
19-May-17,19-May-17,East,2017,East2017,4,4,0,0,
19-May-17,19-May-17,East,2017,East2017,5,22,0,0,
19-May-17,19-May-17,East,2017,East2017,6,40,0,0,
19-May-17,19-May-17,East,2017,East2017,7,14,0,0,
19-May-17,19-May-17,East,2017,East2017,8,19,0,0,
19-May-17,19-May-17,East,2017,East2017,9,17,0,0,
19-May-17,19-May-17,East,2017,East2017,10,18,0,0,
19-May-17,19-May-17,East,2017,East2017,11,0,0,0,
19-May-17,19-May-17,East,2017,East2017,12,1,0,0,
19-May-17,19-May-17,East,2017,East2017,13,14,0,0,
19-May-17,19-May-17,East,2017,East2017,14,14,0,0,
19-May-17,19-May-17,East,2017,East2017,15,20,0,0,
22-May-17,22-May-17,East,2017,East2017,1,22,0,0,
22-May-17,22-May-17,East,2017,East2017,2,20,0,0,
22-May-17,22-May-17,East,2017,East2017,3,4,0,0,
22-May-17,22-May-17,East,2017,East2017,4,20,0,0,
22-May-17,22-May-17,East,2017,East2017,5,2,0,0,
22-May-17,22-May-17,East,2017,East2017,6,4,0,0,
22-May-17,22-May-17,East,2017,East2017,7,12,0,0,
22-May-17,22-May-17,East,2017,East2017,8,22,0,0,
22-May-17,22-May-17,East,2017,East2017,9,13,0,0,
22-May-17,22-May-17,East,2017,East2017,10,16,0,0,
22-May-17,22-May-17,East,2017,East2017,11,9,0,0,
22-May-17,22-May-17,East,2017,East2017,12,10,0,0,
22-May-17,22-May-17,East,2017,East2017,13,9,0,0,
22-May-17,22-May-17,East,2017,East2017,14,3,0,0,
22-May-17,22-May-17,East,2017,East2017,15,13,0,0,
25-May-17,25-May-17,East,2017,East2017,1,11,0,0,
25-May-17,25-May-17,East,2017,East2017,2,4,0,0,
25-May-17,25-May-17,East,2017,East2017,3,8,0,0,
25-May-17,25-May-17,East,2017,East2017,4,15,0,0,
25-May-17,25-May-17,East,2017,East2017,5,19,0,0,
25-May-17,25-May-17,East,2017,East2017,6,2,0,0,
25-May-17,25-May-17,East,2017,East2017,7,0,0,0,
25-May-17,25-May-17,East,2017,East2017,8,16,0,0,
25-May-17,25-May-17,East,2017,East2017,9,15,0,0,
25-May-17,25-May-17,East,2017,East2017,10,11,0,0,
25-May-17,25-May-17,East,2017,East2017,11,19,0,0,
25-May-17,25-May-17,East,2017,East2017,12,6,0,0,
25-May-17,25-May-17,East,2017,East2017,13,8,0,0,
25-May-17,25-May-17,East,2017,East2017,14,15,0,0,
25-May-17,25-May-17,East,2017,East2017,15,8,0,0,
28-May-17,28-May-17,East,2017,East2017,1,12,0,0,2.3
28-May-17,28-May-17,East,2017,East2017,2,14,0,0,
28-May-17,28-May-17,East,2017,East2017,3,5,0,0,
28-May-17,28-May-17,East,2017,East2017,4,8,0,0,
28-May-17,28-May-17,East,2017,East2017,5,7,0,0,
28-May-17,28-May-17,East,2017,East2017,6,7,0,3,
28-May-17,28-May-17,East,2017,East2017,7,6,0,0,
28-May-17,28-May-17,East,2017,East2017,8,35,0,0,
28-May-17,28-May-17,East,2017,East2017,9,31,0,0,
28-May-17,28-May-17,East,2017,East2017,10,10,0,0,
28-May-17,28-May-17,East,2017,East2017,11,22,0,0,
28-May-17,28-May-17,East,2017,East2017,12,8,0,0,
28-May-17,28-May-17,East,2017,East2017,13,11,0,0,
28-May-17,28-May-17,East,2017,East2017,14,6,0,0,
1-Jun-17,1-Jun-17,East,2017,East2017,1,5,1,0,
1-Jun-17,1-Jun-17,East,2017,East2017,2,10,0,3,
1-Jun-17,1-Jun-17,East,2017,East2017,3,4,0,2,
1-Jun-17,1-Jun-17,East,2017,East2017,4,3,1,1,
1-Jun-17,1-Jun-17,East,2017,East2017,5,8,1,0,
1-Jun-17,1-Jun-17,East,2017,East2017,6,4,2,5,
1-Jun-17,1-Jun-17,East,2017,East2017,7,7,2,1,
1-Jun-17,1-Jun-17,East,2017,East2017,8,4,2,0,
1-Jun-17,1-Jun-17,East,2017,East2017,9,4,0,0,
1-Jun-17,1-Jun-17,East,2017,East2017,10,2,0,0,
1-Jun-17,1-Jun-17,East,2017,East2017,11,9,0,0,
1-Jun-17,1-Jun-17,East,2017,East2017,12,3,0,1,
1-Jun-17,1-Jun-17,East,2017,East2017,13,4,0,2,
1-Jun-17,1-Jun-17,East,2017,East2017,14,0,0,0,
1-Jun-17,1-Jun-17,East,2017,East2017,15,3,0,0,
5-Jun-17,5-Jun-17,East,2017,East2017,1,2,2,0,
5-Jun-17,5-Jun-17,East,2017,East2017,2,0,0,0,
5-Jun-17,5-Jun-17,East,2017,East2017,3,3,10,1,
5-Jun-17,5-Jun-17,East,2017,East2017,4,5,9,1,
5-Jun-17,5-Jun-17,East,2017,East2017,5,7,5,1,
5-Jun-17,5-Jun-17,East,2017,East2017,6,1,0,0,
5-Jun-17,5-Jun-17,East,2017,East2017,7,6,3,4,
5-Jun-17,5-Jun-17,East,2017,East2017,8,1,1,1,
5-Jun-17,5-Jun-17,East,2017,East2017,9,8,4,0,
5-Jun-17,5-Jun-17,East,2017,East2017,10,1,1,2,
5-Jun-17,5-Jun-17,East,2017,East2017,11,0,0,1,
5-Jun-17,5-Jun-17,East,2017,East2017,12,0,0,0,
5-Jun-17,5-Jun-17,East,2017,East2017,13,0,0,0,
5-Jun-17,5-Jun-17,East,2017,East2017,14,2,0,1,
5-Jun-17,5-Jun-17,East,2017,East2017,15,3,0,0,
8-Jun-17,8-Jun-17,East,2017,East2017,1,0,13,0,
8-Jun-17,8-Jun-17,East,2017,East2017,2,0,9,0,
8-Jun-17,8-Jun-17,East,2017,East2017,3,0,7,0,
8-Jun-17,8-Jun-17,East,2017,East2017,4,0,10,0,
8-Jun-17,8-Jun-17,East,2017,East2017,5,2,6,0,
8-Jun-17,8-Jun-17,East,2017,East2017,6,0,1,0,
8-Jun-17,8-Jun-17,East,2017,East2017,7,0,4,2,
8-Jun-17,8-Jun-17,East,2017,East2017,8,0,6,0,
8-Jun-17,8-Jun-17,East,2017,East2017,9,0,1,0,
8-Jun-17,8-Jun-17,East,2017,East2017,10,0,1,0,
8-Jun-17,8-Jun-17,East,2017,East2017,11,0,4,0,
8-Jun-17,8-Jun-17,East,2017,East2017,12,1,2,0,
8-Jun-17,8-Jun-17,East,2017,East2017,13,0,0,0,
8-Jun-17,8-Jun-17,East,2017,East2017,14,0,7,0,
8-Jun-17,8-Jun-17,East,2017,East2017,15,0,8,0,
11-Jun-17,11-Jun-17,East,2017,East2017,1,0,2,0,
11-Jun-17,11-Jun-17,East,2017,East2017,2,0,1,0,
11-Jun-17,11-Jun-17,East,2017,East2017,3,0,2,0,
11-Jun-17,11-Jun-17,East,2017,East2017,4,0,4,0,
11-Jun-17,11-Jun-17,East,2017,East2017,5,0,6,1,
11-Jun-17,11-Jun-17,East,2017,East2017,6,0,8,0,
11-Jun-17,11-Jun-17,East,2017,East2017,7,0,6,0,
11-Jun-17,11-Jun-17,East,2017,East2017,8,0,5,0,
11-Jun-17,11-Jun-17,East,2017,East2017,9,0,9,1,
11-Jun-17,11-Jun-17,East,2017,East2017,10,0,2,0,
11-Jun-17,11-Jun-17,East,2017,East2017,11,0,0,0,
11-Jun-17,11-Jun-17,East,2017,East2017,12,0,2,0,
11-Jun-17,11-Jun-17,East,2017,East2017,13,0,1,0,
11-Jun-17,11-Jun-17,East,2017,East2017,14,0,1,0,
11-Jun-17,11-Jun-17,East,2017,East2017,15,0,2,0,
14-Jun-17,14-Jun-17,East,2017,East2017,1,0,0,0,
14-Jun-17,14-Jun-17,East,2017,East2017,2,0,0,0,
14-Jun-17,14-Jun-17,East,2017,East2017,3,0,0,0,
14-Jun-17,14-Jun-17,East,2017,East2017,4,0,0,0,
14-Jun-17,14-Jun-17,East,2017,East2017,5,0,0,0,
14-Jun-17,14-Jun-17,East,2017,East2017,6,0,1,0,
14-Jun-17,14-Jun-17,East,2017,East2017,7,0,0,0,
14-Jun-17,14-Jun-17,East,2017,East2017,8,0,0,0,
14-Jun-17,14-Jun-17,East,2017,East2017,9,0,0,0,
14-Jun-17,14-Jun-17,East,2017,East2017,10,0,0,0,
14-Jun-17,14-Jun-17,East,2017,East2017,11,0,0,0,
14-Jun-17,14-Jun-17,East,2017,East2017,12,0,0,0,
14-Jun-17,14-Jun-17,East,2017,East2017,13,0,0,1,
14-Jun-17,14-Jun-17,East,2017,East2017,14,0,0,0,
14-Jun-17,14-Jun-17,East,2017,East2017,15,0,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,1,2,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,2,2,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,3,1,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,4,1,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,5,5,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,6,3,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,7,2,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,8,0,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,9,0,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,10,6,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,11,6,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,12,6,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,13,0,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,14,2,0,0,
24-May-11,24-May-17,Ice,2011,Ice2011,15,1,0,0,
30-May-11,30-May-17,Ice,2011,Ice2011,1,11,0,0,
30-May-11,30-May-17,Ice,2011,Ice2011,2,0,0,1,
30-May-11,30-May-17,Ice,2011,Ice2011,3,5,0,0,
30-May-11,30-May-17,Ice,2011,Ice2011,4,2,0,0,
30-May-11,30-May-17,Ice,2011,Ice2011,5,0,0,1,
30-May-11,30-May-17,Ice,2011,Ice2011,6,5,0,0,
30-May-11,30-May-17,Ice,2011,Ice2011,7,1,0,2,
30-May-11,30-May-17,Ice,2011,Ice2011,8,5,0,0,
30-May-11,30-May-17,Ice,2011,Ice2011,9,11,0,0,
30-May-11,30-May-17,Ice,2011,Ice2011,10,4,0,0,
30-May-11,30-May-17,Ice,2011,Ice2011,11,6,0,0,
30-May-11,30-May-17,Ice,2011,Ice2011,12,16,0,0,
