Site,Year,Day,Sample,Larvae,LogLarvae,Pupae,Total,Beetle
East,2012,6/7,4,0,0,0,0,0
East,2012,6/7,5,0,0,0,0,0
East,2012,6/7,6,1,0.301029996,0,1,0
East,2012,6/7,7,0,0,0,0,0
East,2012,6/7,8,0,0,1,1,1
East,2012,6/7,9,0,0,0,0,0
East,2012,6/7,10,1,0.301029996,5,6,1
East,2012,6/7,11,1,0.301029996,2,3,0
East,2012,6/7,12,0,0,0,0,0
East,2012,6/7,13,0,0,0,0,0
East,2012,6/7,14,0,0,1,1,0
East,2012,6/7,15,0,0,0,0,0
East,2012,6/12,1,0,0,0,0,0
East,2012,6/12,2,0,0,0,0,1
East,2012,6/12,3,0,0,0,0,0
East,2012,6/12,4,0,0,0,0,0
East,2012,6/12,5,0,0,0,0,0
East,2012,6/12,6,0,0,0,0,0
East,2012,6/12,7,0,0,0,0,0
East,2012,6/12,8,0,0,0,0,0
East,2012,6/12,9,0,0,0,0,0
East,2012,6/12,10,0,0,0,0,0
East,2012,6/12,11,0,0,0,0,0
East,2012,6/12,12,0,0,0,0,0
East,2012,6/12,13,0,0,0,0,1
East,2012,6/12,14,0,0,0,0,0
East,2012,6/12,15,0,0,0,0,0
Ice,2012,5/8,1,0,0,0,0,0
Ice,2012,5/8,2,0,0,0,0,0
Ice,2012,5/8,3,1,0.301029996,0,1,0
Ice,2012,5/8,4,1,0.301029996,0,1,0
Ice,2012,5/8,5,0,0,0,0,0
Ice,2012,5/8,6,0,0,0,0,0
Ice,2012,5/8,7,0,0,0,0,0
Ice,2012,5/8,8,6,0.84509804,0,6,0
Ice,2012,5/8,9,0,0,0,0,0
Ice,2012,5/8,10,0,0,0,0,0
Ice,2012,5/8,11,0,0,0,0,0
Ice,2012,5/8,12,0,0,0,0,0
Ice,2012,5/8,13,3,0.602059991,0,3,0
Ice,2012,5/8,14,0,0,0,0,0
Ice,2012,5/8,15,0,0,0,0,0
Ice,2012,5/14,1,0,0,0,0,0
Ice,2012,5/14,2,2,0.477121255,0,2,0
Ice,2012,5/14,3,1,0.301029996,0,1,0
Ice,2012,5/14,4,0,0,0,0,0
Ice,2012,5/14,5,0,0,0,0,0
Ice,2012,5/14,6,0,0,0,0,0
Ice,2012,5/14,7,1,0.301029996,0,1,0
Ice,2012,5/14,8,0,0,0,0,0
Ice,2012,5/14,9,0,0,0,0,0
Ice,2012,5/14,10,1,0.301029996,0,1,0
Ice,2012,5/14,11,0,0,0,0,0
Ice,2012,5/14,12,0,0,0,0,0
Ice,2012,5/14,13,0,0,0,0,0
Ice,2012,5/14,14,1,0.301029996,0,1,0
Ice,2012,5/14,15,0,0,0,0,0
Ice,2012,5/21,1,1,0.301029996,0,1,0
Ice,2012,5/21,2,0,0,0,0,0
Ice,2012,5/21,3,0,0,0,0,0
Ice,2012,5/21,4,0,0,0,0,0
Ice,2012,5/21,5,5,0.77815125,0,5,0
Ice,2012,5/21,6,2,0.477121255,0,2,0
Ice,2012,5/21,7,1,0.301029996,0,1,0
Ice,2012,5/21,8,1,0.301029996,0,1,0
Ice,2012,5/21,9,1,0.301029996,0,1,0
Ice,2012,5/21,10,0,0,0,0,0
Ice,2012,5/21,11,2,0.477121255,0,2,0
Ice,2012,5/21,12,0,0,0,0,0
Ice,2012,5/21,13,1,0.301029996,0,1,0
Ice,2012,5/21,14,0,0,0,0,0
Ice,2012,5/21,15,0,0,0,0,0
Ice,2012,5/28,1,0,0,0,0,2
Ice,2012,5/28,2,0,0,0,0,6
Ice,2012,5/28,3,2,0.477121255,0,2,0
Ice,2012,5/28,4,0,0,0,0,1
Ice,2012,5/28,5,1,0.301029996,0,1,2
Ice,2012,5/28,6,0,0,0,0,2
Ice,2012,5/28,7,0,0,0,0,1
Ice,2012,5/28,8,0,0,0,0,3
Ice,2012,5/28,9,0,0,0,0,0
Ice,2012,5/28,10,1,0.301029996,0,1,3
Ice,2012,5/28,11,0,0,0,0,1
Ice,2012,5/28,12,0,0,0,0,1
Ice,2012,5/28,13,0,0,0,0,2
Ice,2012,5/28,14,0,0,1,1,2
Ice,2012,5/28,15,0,0,0,0,2
Ice,2012,5/31,1,0,0,0,0,1
Ice,2012,5/31,2,0,0,0,0,0
Ice,2012,5/31,3,0,0,0,0,0
Ice,2012,5/31,4,0,0,0,0,3
Ice,2012,5/31,5,0,0,0,0,3
Ice,2012,5/31,6,0,0,0,0,0
Ice,2012,5/31,7,0,0,0,0,1
Ice,2012,5/31,8,0,0,1,1,2
Ice,2012,5/31,9,0,0,0,0,1
Ice,2012,5/31,10,0,0,0,0,1
Ice,2012,5/31,11,1,0.301029996,0,1,0
Ice,2012,5/31,12,0,0,0,0,1
Ice,2012,5/31,13,0,0,0,0,1
Ice,2012,5/31,14,1,0.301029996,0,1,2
Ice,2012,5/31,15,0,0,0,0,0
Ice,2012,6/4,1,0,0,0,0,2
Ice,2012,6/4,2,0,0,0,0,1
Ice,2012,6/4,3,0,0,0,0,2
Ice,2012,6/4,4,0,0,0,0,1
Ice,2012,6/4,5,0,0,0,0,1
Ice,2012,6/4,6,0,0,0,0,2
Ice,2012,6/4,7,0,0,0,0,1
Ice,2012,6/4,8,0,0,0,0,1
Ice,2012,6/4,9,0,0,0,0,0
Ice,2012,6/4,10,0,0,0,0,0
Ice,2012,6/4,11,0,0,1,1,2
Ice,2012,6/4,12,0,0,0,0,0
Ice,2012,6/4,13,0,0,0,0,1
Ice,2012,6/4,14,0,0,0,0,5
Ice,2012,6/4,15,0,0,0,0,3
Ice,2012,6/12,1,0,0,0,0,1
Ice,2012,6/12,2,0,0,0,0,1
Ice,2012,6/12,3,0,0,0,0,3
Ice,2012,6/12,4,0,0,0,0,3
Ice,2012,6/12,5,0,0,0,0,1
Ice,2012,6/12,6,0,0,0,0,1
Ice,2012,6/12,7,0,0,0,0,0
Ice,2012,6/12,8,0,0,0,0,0
Ice,2012,6/12,9,0,0,0,0,1
Ice,2012,6/12,10,0,0,0,0,0
Ice,2012,6/12,11,0,0,0,0,0
Ice,2012,6/12,12,0,0,0,0,0
Ice,2012,6/12,13,0,0,0,0,0
Ice,2012,6/12,14,0,0,0,0,0
Ice,2012,6/12,15,0,0,0,0,0
Vulgaris,2012,5/8,1,68,1.838849091,0,68,0
Vulgaris,2012,5/8,2,76,1.886490725,0,76,0
Vulgaris,2012,5/8,3,36,1.568201724,0,36,0
Vulgaris,2012,5/8,4,46,1.672097858,0,46,0
Vulgaris,2012,5/8,5,45,1.662757832,0,45,0
Vulgaris,2012,5/8,6,0,0,0,0,0
Vulgaris,2012,5/8,7,17,1.255272505,0,17,0
Vulgaris,2012,5/8,8,14,1.176091259,0,14,0
Vulgaris,2012,5/8,9,8,0.954242509,0,8,0
Vulgaris,2012,5/8,10,30,1.491361694,0,30,0
Vulgaris,2012,5/8,11,28,1.462397998,0,28,0
Vulgaris,2012,5/8,12,6,0.84509804,0,6,0
Vulgaris,2012,5/8,13,88,1.949390007,0,88,0
Vulgaris,2012,5/8,14,141,2.152288344,0,141,0
Vulgaris,2012,5/8,15,1,0.301029996,0,1,0
Vulgaris,2012,5/11,1,42,1.633468456,0,42,0
Vulgaris,2012,5/11,2,35,1.556302501,0,35,0
Vulgaris,2012,5/11,3,29,1.477121255,0,29,0
Vulgaris,2012,5/11,4,35,1.556302501,0,35,0
Vulgaris,2012,5/11,5,66,1.826074803,0,66,0
Vulgaris,2012,5/11,6,7,0.903089987,0,7,0
Vulgaris,2012,5/11,7,2,0.477121255,0,2,0
Vulgaris,2012,5/11,8,38,1.591064607,0,38,0
Vulgaris,2012,5/11,9,27,1.447158031,0,27,0
Vulgaris,2012,5/11,10,25,1.414973348,0,25,0
Vulgaris,2012,5/11,11,25,1.414973348,0,25,0
Vulgaris,2012,5/11,12,20,1.322219295,0,20,0
Vulgaris,2012,5/11,13,31,1.505149978,0,31,0
Vulgaris,2012,5/11,14,17,1.255272505,0,17,0
Vulgaris,2012,5/11,15,28,1.462397998,0,28,0
Vulgaris,2012,5/14,1,75,1.880813592,0,75,0
Vulgaris,2012,5/14,2,72,1.86332286,0,72,0
Vulgaris,2012,5/14,3,16,1.230448921,0,16,0
Vulgaris,2012,5/14,4,15,1.204119983,0,15,0
Vulgaris,2012,5/14,5,4,0.698970004,0,4,0
Vulgaris,2012,5/14,6,13,1.146128036,0,13,0
Vulgaris,2012,5/14,7,8,0.954242509,0,8,0
Vulgaris,2012,5/14,8,25,1.414973348,0,25,0
Vulgaris,2012,5/14,9,8,0.954242509,0,8,0
Vulgaris,2012,5/14,10,9,1,0,9,0
Vulgaris,2012,5/14,11,23,1.380211242,0,23,0
Vulgaris,2012,5/14,12,33,1.531478917,0,33,0
Vulgaris,2012,5/14,13,19,1.301029996,0,19,0
Vulgaris,2012,5/14,14,11,1.079181246,0,11,0
Vulgaris,2012,5/14,15,29,1.477121255,0,29,0
Vulgaris,2012,5/16,1,23,1.380211242,0,23,0
Vulgaris,2012,5/16,2,26,1.431363764,0,26,0
Vulgaris,2012,5/16,3,18,1.278753601,0,18,0
Vulgaris,2012,5/16,4,32,1.51851394,0,32,0
Vulgaris,2012,5/16,5,11,1.079181246,0,11,0
Vulgaris,2012,5/16,6,9,1,0,9,0
Vulgaris,2012,5/16,7,3,0.602059991,0,3,0
Vulgaris,2012,5/16,8,2,0.477121255,0,2,0
Vulgaris,2012,5/16,9,17,1.255272505,0,17,0
Vulgaris,2012,5/16,10,7,0.903089987,0,7,0
Vulgaris,2012,5/16,11,6,0.84509804,0,6,0
Vulgaris,2012,5/16,12,7,0.903089987,0,7,0
Vulgaris,2012,5/16,13,6,0.84509804,0,6,0
Vulgaris,2012,5/16,14,6,0.84509804,0,6,0
Vulgaris,2012,5/16,15,6,0.84509804,0,6,0
Vulgaris,2012,5/18,1,36,1.568201724,0,36,0
Vulgaris,2012,5/18,2,11,1.079181246,0,11,0
Vulgaris,2012,5/18,3,21,1.342422681,0,21,0
Vulgaris,2012,5/18,4,14,1.176091259,0,14,0
Vulgaris,2012,5/18,5,36,1.568201724,0,36,0
Vulgaris,2012,5/18,6,3,0.602059991,0,3,0
Vulgaris,2012,5/18,7,10,1.041392685,0,10,0
Vulgaris,2012,5/18,8,9,1,0,9,0
Vulgaris,2012,5/18,9,2,0.477121255,0,2,0
Vulgaris,2012,5/18,10,5,0.77815125,0,5,0
Vulgaris,2012,5/18,11,9,1,0,9,3
Vulgaris,2012,5/18,12,10,1.041392685,0,10,1
Vulgaris,2012,5/18,13,12,1.113943352,0,12,1
Vulgaris,2012,5/18,14,16,1.230448921,0,16,2
Vulgaris,2012,5/18,15,9,1,0,9,0
Vulgaris,2012,5/21,1,4,0.698970004,3,7,0
Vulgaris,2012,5/21,2,3,0.602059991,7,10,1
Vulgaris,2012,5/21,3,3,0.602059991,4,7,2
Vulgaris,2012,5/21,4,0,0,2,2,1
Vulgaris,2012,5/21,5,2,0.477121255,6,8,7
Vulgaris,2012,5/21,6,4,0.698970004,4,8,3
Vulgaris,2012,5/21,7,7,0.903089987,1,8,0
Vulgaris,2012,5/21,8,6,0.84509804,0,6,0
Vulgaris,2012,5/21,9,3,0.602059991,0,3,1
Vulgaris,2012,5/21,10,5,0.77815125,1,6,3
Vulgaris,2012,5/21,11,2,0.477121255,1,3,2
Vulgaris,2012,5/21,12,3,0.602059991,0,3,6
Vulgaris,2012,5/21,13,9,1,1,10,1
Vulgaris,2012,5/21,14,17,1.255272505,2,19,1
Vulgaris,2012,5/21,15,10,1.041392685,7,17,4
Vulgaris,2012,5/23,1,1,0.301029996,5,6,0
Vulgaris,2012,5/23,2,2,0.477121255,5,7,1
Vulgaris,2012,5/23,3,3,0.602059991,3,6,0
Vulgaris,2012,5/23,4,1,0.301029996,5,6,0
Vulgaris,2012,5/23,5,5,0.77815125,8,13,0
Vulgaris,2012,5/23,6,5,0.77815125,3,8,0
Vulgaris,2012,5/23,7,2,0.477121255,0,2,1
Vulgaris,2012,5/23,8,1,0.301029996,0,1,1
Vulgaris,2012,5/23,9,0,0,2,2,1
Vulgaris,2012,5/23,10,1,0.301029996,2,3,0
Vulgaris,2012,5/23,11,2,0.477121255,0,2,1
Vulgaris,2012,5/23,12,1,0.301029996,1,2,1
Vulgaris,2012,5/23,13,1,0.301029996,1,2,0
Vulgaris,2012,5/23,14,4,0.698970004,7,11,0
Vulgaris,2012,5/23,15,17,1.255272505,6,23,0
Vulgaris,2012,5/28,1,6,0.84509804,28,34,1
Vulgaris,2012,5/28,2,3,0.602059991,27,30,1
Vulgaris,2012,5/28,3,0,0,11,11,0
Vulgaris,2012,5/28,4,1,0.301029996,16,17,7
Vulgaris,2012,5/28,5,3,0.602059991,11,14,1
Vulgaris,2012,5/28,6,3,0.602059991,20,23,0
Vulgaris,2012,5/28,7,3,0.602059991,5,8,0
Vulgaris,2012,5/28,8,2,0.477121255,4,6,0
Vulgaris,2012,5/28,9,5,0.77815125,8,13,0
Vulgaris,2012,5/28,10,3,0.602059991,1,4,0
Vulgaris,2012,5/28,11,2,0.477121255,4,6,0
Vulgaris,2012,5/28,12,0,0,2,2,1
Vulgaris,2012,5/28,13,5,0.77815125,16,21,1
Vulgaris,2012,5/28,14,0,0,0,0,0
Vulgaris,2012,5/28,15,7,0.903089987,6,13,0
Vulgaris,2012,5/31,1,0,0,6,6,2
Vulgaris,2012,5/31,2,0,0,15,15,0
Vulgaris,2012,5/31,3,0,0,5,5,0
Vulgaris,2012,5/31,4,1,0.301029996,7,8,0
Vulgaris,2012,5/31,5,0,0,5,5,1
Vulgaris,2012,5/31,6,0,0,3,3,0
Vulgaris,2012,5/31,7,0,0,2,2,0
Vulgaris,2012,5/31,8,0,0,3,3,0
Vulgaris,2012,5/31,9,1,0.301029996,9,10,0
Vulgaris,2012,5/31,10,1,0.301029996,2,3,1
Vulgaris,2012,5/31,11,0,0,4,4,2
Vulgaris,2012,5/31,12,0,0,3,3,0
Vulgaris,2012,5/31,13,0,0,3,3,1
Vulgaris,2012,5/31,14,1,0.301029996,0,1,0
Vulgaris,2012,5/31,15,0,0,13,13,0
Vulgaris,2012,6/4,1,0,0,0,0,0
Vulgaris,2012,6/4,2,0,0,0,0,0
Vulgaris,2012,6/4,3,1,0.301029996,0,1,0
Vulgaris,2012,6/4,4,1,0.301029996,0,1,0
Vulgaris,2012,6/4,5,1,0.301029996,0,1,0
Vulgaris,2012,6/4,6,0,0,2,2,1
Vulgaris,2012,6/4,7,0,0,1,1,1
Vulgaris,2012,6/4,8,0,0,2,2,0
Vulgaris,2012,6/4,9,0,0,1,1,0
Vulgaris,2012,6/4,10,1,0.301029996,1,2,0
Vulgaris,2012,6/4,11,0,0,0,0,0
Vulgaris,2012,6/4,12,0,0,2,2,0
Vulgaris,2012,6/4,13,1,0.301029996,1,2,0
Vulgaris,2012,6/4,14,1,0.301029996,0,1,0
Vulgaris,2012,6/4,15,0,0,1,1,1
Vulgaris,2012,6/7,1,0,0,0,0,0
Vulgaris,2012,6/7,2,0,0,0,0,0
Vulgaris,2012,6/7,3,0,0,0,0,0
Vulgaris,2012,6/7,4,0,0,0,0,0
Vulgaris,2012,6/7,5,0,0,0,0,1
Vulgaris,2012,6/7,6,0,0,0,0,0
Vulgaris,2012,6/7,7,0,0,0,0,0
Vulgaris,2012,6/7,8,1,0.301029996,0,1,0
Vulgaris,2012,6/7,9,0,0,0,0,0
Vulgaris,2012,6/7,10,1,0.301029996,0,1,0
Vulgaris,2012,6/7,11,0,0,0,0,0
Vulgaris,2012,6/7,12,0,0,1,1,0
Vulgaris,2012,6/7,13,0,0,0,0,1
Vulgaris,2012,6/7,14,0,0,0,0,0
Vulgaris,2012,6/7,15,0,0,0,0,1
Vulgaris,2012,6/12,1,0,0,0,0,0
Vulgaris,2012,6/12,2,0,0,0,0,0
Vulgaris,2012,6/12,3,0,0,0,0,0
Vulgaris,2012,6/12,4,0,0,0,0,0
Vulgaris,2012,6/12,5,0,0,0,0,0
Vulgaris,2012,6/12,6,0,0,0,0,0
Vulgaris,2012,6/12,7,0,0,0,0,0
Vulgaris,2012,6/12,8,0,0,0,0,0
Vulgaris,2012,6/12,9,0,0,1,1,0
Vulgaris,2012,6/12,10,0,0,0,0,0
Vulgaris,2012,6/12,11,0,0,0,0,0
Vulgaris,2012,6/12,12,0,0,0,0,0
Vulgaris,2012,6/12,13,0,0,0,0,0
Vulgaris,2012,6/12,14,0,0,0,0,0
Vulgaris,2012,6/12,15,0,0,0,0,0
Vulgaris,2016,5/1,1,24,1.397940009,0,24,0
Vulgaris,2016,5/1,2,21,1.342422681,0,21,0
Vulgaris,2016,5/1,3,27,1.447158031,0,27,0
Vulgaris,2016,5/1,4,27,1.447158031,0,27,0
Vulgaris,2016,5/1,5,8,0.954242509,0,8,0
Vulgaris,2016,5/1,6,17,1.255272505,0,17,0
Vulgaris,2016,5/1,7,19,1.301029996,0,19,0
Vulgaris,2016,5/1,8,26,1.431363764,0,26,0
Vulgaris,2016,5/1,9,16,1.230448921,0,16,0
Vulgaris,2016,5/1,10,5,0.77815125,0,5,0
Vulgaris,2016,5/1,11,11,1.079181246,0,11,1
Vulgaris,2016,5/1,12,51,1.716003344,0,51,0
Vulgaris,2016,5/1,13,12,1.113943352,0,12,0
Vulgaris,2016,5/1,14,11,1.079181246,0,11,0
Vulgaris,2016,5/1,15,32,1.51851394,0,32,1
Ice,2016,5/2,1,149,2.176091259,0,149,0
Ice,2016,5/2,2,60,1.785329835,0,60,0
Ice,2016,5/2,3,70,1.851258349,0,70,1
Ice,2016,5/2,4,132,2.123851641,0,132,0
Ice,2016,5/2,5,63,1.806179974,0,63,0
Ice,2016,5/2,6,9,1,0,9,0
Ice,2016,5/2,7,32,1.51851394,0,32,0
Ice,2016,5/2,8,25,1.414973348,0,25,0
Ice,2016,5/2,9,56,1.755874856,0,56,0
Ice,2016,5/2,10,79,1.903089987,0,79,0
Ice,2016,5/2,11,114,2.06069784,0,114,0
Ice,2016,5/2,12,55,1.748188027,0,55,0
Ice,2016,5/2,13,61,1.792391689,0,61,0
Ice,2016,5/2,14,19,1.301029996,0,19,0
Ice,2016,5/2,15,31,1.505149978,0,31,0
East,2016,5/2,1,32,1.51851394,0,32,0
East,2016,5/2,2,49,1.698970004,0,49,0
East,2016,5/2,3,231,2.365487985,0,231,0
East,2016,5/2,4,144,2.161368002,0,144,0
East,2016,5/2,5,96,1.986771734,0,96,0
East,2016,5/2,6,1,0.301029996,0,1,0
East,2016,5/2,7,7,0.903089987,0,7,0
East,2016,5/2,8,17,1.255272505,0,17,0
East,2016,5/2,9,10,1.041392685,0,10,0
East,2016,5/2,10,7,0.903089987,0,7,0
East,2016,5/2,11,239,2.380211242,0,239,3
East,2016,5/2,12,156,2.195899652,0,156,2
East,2016,5/2,13,3,0.602059991,0,3,0
East,2016,5/2,14,3,0.602059991,0,3,0
East,2016,5/2,15,10,1.041392685,0,10,0
Vulgaris,2016,6/3,1,0,0,5,5,3
Vulgaris,2016,6/3,2,0,0,1,1,0
Vulgaris,2016,6/3,3,0,0,2,2,0
Vulgaris,2016,6/3,4,1,0.301029996,6,7,2
Vulgaris,2016,6/3,5,0,0,2,2,0
Vulgaris,2016,6/3,6,0,0,3,3,0
Vulgaris,2016,6/3,7,0,0,2,2,2
Vulgaris,2016,6/3,8,0,0,7,7,3
Vulgaris,2016,6/3,9,0,0,5,5,0
Vulgaris,2016,6/3,10,0,0,2,2,0
Vulgaris,2016,6/3,11,0,0,1,1,0
Vulgaris,2016,6/3,12,0,0,1,1,0
Vulgaris,2016,6/3,13,0,0,3,3,0
Vulgaris,2016,6/3,14,0,0,1,1,0
Vulgaris,2016,6/3,15,0,0,2,2,1
Ice,2016,6/4,1,0,0,1,1,1
Ice,2016,6/4,2,0,0,6,6,2
Ice,2016,6/4,3,0,0,1,1,0
Ice,2016,6/4,4,0,0,0,0,0
Ice,2016,6/4,5,0,0,4,4,2
Ice,2016,6/4,6,0,0,2,2,1
Ice,2016,6/4,7,1,0.301029996,1,2,0
Ice,2016,6/4,8,0,0,0,0,0
Ice,2016,6/4,9,0,0,3,3,0
Ice,2016,6/4,10,0,0,5,5,0
Ice,2016,6/4,11,0,0,5,5,1
Ice,2016,6/4,12,0,0,10,10,1
Ice,2016,6/4,13,0,0,6,6,1
Ice,2016,6/4,14,0,0,1,1,0
Ice,2016,6/4,15,0,0,8,8,0
East,2016,6/4,1,0,0,4,4,1
East,2016,6/4,2,0,0,2,2,1
East,2016,6/4,3,0,0,1,1,1
East,2016,6/4,4,0,0,0,0,1
East,2016,6/4,5,0,0,2,2,0
East,2016,6/4,6,0,0,2,2,1
East,2016,6/4,7,0,0,4,4,0
East,2016,6/4,8,1,0.301029996,2,3,0
East,2016,6/4,9,0,0,1,1,0
East,2016,6/4,10,0,0,2,2,5
East,2016,6/4,11,1,0.301029996,7,8,0
East,2016,6/4,12,0,0,0,0,2
East,2016,6/4,13,0,0,0,0,0
East,2016,6/4,14,1,0.301029996,2,3,0
East,2016,6/4,15,0,0,2,2,2
East,2016,6/7,1,0,0,0,0,0
East,2016,6/7,2,0,0,0,0,0
East,2016,6/7,3,0,0,0,0,2
East,2016,6/7,4,0,0,0,0,1
East,2016,6/7,5,0,0,0,0,0
East,2016,6/7,6,0,0,0,0,1
East,2016,6/7,7,0,0,0,0,1
East,2016,6/7,8,0,0,0,0,1
East,2016,6/7,9,0,0,0,0,0
East,2016,6/7,10,0,0,0,0,0
East,2016,6/7,11,0,0,0,0,0
East,2016,6/7,12,0,0,0,0,0
East,2016,6/7,13,0,0,0,0,1
East,2016,6/7,14,0,0,1,1,5
East,2016,6/7,15,0,0,0,0,0
Ice,2016,6/9,1,0,0,0,0,0
Ice,2016,6/9,2,0,0,0,0,0
Ice,2016,6/9,3,0,0,0,0,0
Ice,2016,6/9,4,0,0,3,3,0
Ice,2016,6/9,5,0,0,1,1,0
Ice,2016,6/9,6,0,0,1,1,0
Ice,2016,6/9,7,0,0,1,1,0
Ice,2016,6/9,8,0,0,0,0,0
Ice,2016,6/9,9,0,0,0,0,0
Ice,2016,6/9,10,0,0,0,0,0
Ice,2016,6/9,11,0,0,0,0,0
Ice,2016,6/9,12,0,0,0,0,0
Ice,2016,6/9,13,0,0,0,0,0
Ice,2016,6/9,14,0,0,0,0,0
Ice,2016,6/9,15,0,0,1,1,0
