Date,Year,Samplingno,Site,Sample,Larvae,Pupae,Total,Beetles
8-May-12,Ice,2012,1,6,0,0,0,0
8-May-12,Ice,2012,1,7,0,0,0,0
8-May-12,Ice,2012,1,8,6,0,6,0
8-May-12,Ice,2012,1,9,0,0,0,0
8-May-12,Ice,2012,1,10,0,0,0,0
8-May-12,Ice,2012,1,11,0,0,0,0
8-May-12,Ice,2012,1,12,0,0,0,0
8-May-12,Ice,2012,1,13,3,0,3,0
8-May-12,Ice,2012,1,14,0,0,0,0
8-May-12,Ice,2012,1,15,0,0,0,0
8-May-12,Vulgaris,2012,1,1,68,0,68,0
8-May-12,Vulgaris,2012,1,2,76,0,76,0
8-May-12,Vulgaris,2012,1,3,36,0,36,0
8-May-12,Vulgaris,2012,1,4,46,0,46,0
8-May-12,Vulgaris,2012,1,5,45,0,45,0
8-May-12,Vulgaris,2012,1,6,0,0,0,0
8-May-12,Vulgaris,2012,1,7,17,0,17,0
8-May-12,Vulgaris,2012,1,8,14,0,14,0
8-May-12,Vulgaris,2012,1,9,8,0,8,0
8-May-12,Vulgaris,2012,1,10,30,0,30,0
8-May-12,Vulgaris,2012,1,11,28,0,28,0
8-May-12,Vulgaris,2012,1,12,6,0,6,0
8-May-12,Vulgaris,2012,1,13,88,0,88,0
8-May-12,Vulgaris,2012,1,14,141,0,141,0
8-May-12,Vulgaris,2012,1,15,1,0,1,0
11-May-12,East,2012,2,1,0,0,0,0
11-May-12,East,2012,2,2,7,0,7,0
11-May-12,East,2012,2,3,29,0,29,0
11-May-12,East,2012,2,4,26,0,26,0
11-May-12,East,2012,2,5,22,0,22,0
11-May-12,East,2012,2,6,6,0,6,0
11-May-12,East,2012,2,7,0,0,0,0
11-May-12,East,2012,2,8,0,0,0,0
11-May-12,East,2012,2,9,0,0,0,0
11-May-12,East,2012,2,10,0,0,0,0
11-May-12,East,2012,2,11,0,0,0,0
11-May-12,East,2012,2,12,0,0,0,0
11-May-12,East,2012,2,13,0,0,0,0
11-May-12,East,2012,2,14,1,0,1,0
11-May-12,East,2012,2,15,9,0,9,0
11-May-12,Black,2012,2,1,11,0,11,0
11-May-12,Black,2012,2,2,18,0,18,0
11-May-12,Black,2012,2,3,60,0,60,0
11-May-12,Black,2012,2,4,43,0,43,0
11-May-12,Black,2012,2,5,31,0,31,0
11-May-12,Black,2012,2,6,53,0,53,0
11-May-12,Black,2012,2,7,34,0,34,0
11-May-12,Black,2012,2,8,98,0,98,0
11-May-12,Black,2012,2,9,33,0,33,0
11-May-12,Black,2012,2,10,19,0,19,0
11-May-12,Black,2012,2,11,57,0,57,0
11-May-12,Black,2012,2,12,17,0,17,0
11-May-12,Black,2012,2,13,26,0,26,0
11-May-12,Black,2012,2,14,11,0,11,0
11-May-12,Black,2012,2,15,28,0,28,0
11-May-12,Vulgaris,2012,2,1,42,0,42,0
11-May-12,Vulgaris,2012,2,2,35,0,35,0
11-May-12,Vulgaris,2012,2,3,29,0,29,0
11-May-12,Vulgaris,2012,2,4,35,0,35,0
11-May-12,Vulgaris,2012,2,5,66,0,66,0
11-May-12,Vulgaris,2012,2,6,7,0,7,0
11-May-12,Vulgaris,2012,2,7,2,0,2,0
11-May-12,Vulgaris,2012,2,8,38,0,38,0
11-May-12,Vulgaris,2012,2,9,27,0,27,0
11-May-12,Vulgaris,2012,2,10,25,0,25,0
11-May-12,Vulgaris,2012,2,11,25,0,25,0
11-May-12,Vulgaris,2012,2,12,20,0,20,0
11-May-12,Vulgaris,2012,2,13,31,0,31,0
11-May-12,Vulgaris,2012,2,14,17,0,17,0
11-May-12,Vulgaris,2012,2,15,28,0,28,0
14-May-12,East,2012,3,1,8,0,8,0
14-May-12,East,2012,3,2,14,0,14,0
14-May-12,East,2012,3,3,18,0,18,0
14-May-12,East,2012,3,4,17,0,17,0
14-May-12,East,2012,3,5,14,0,14,0
14-May-12,East,2012,3,6,1,0,1,0
14-May-12,East,2012,3,7,0,0,0,0
14-May-12,East,2012,3,8,0,0,0,0
14-May-12,East,2012,3,9,1,0,1,0
14-May-12,East,2012,3,10,0,0,0,0
14-May-12,East,2012,3,11,0,0,0,0
14-May-12,East,2012,3,12,0,0,0,0
14-May-12,East,2012,3,13,0,0,0,0
14-May-12,East,2012,3,14,7,0,7,0
14-May-12,East,2012,3,15,4,0,4,0
14-May-12,Black,2012,3,1,47,0,47,0
14-May-12,Black,2012,3,2,42,0,42,0
14-May-12,Black,2012,3,3,62,0,62,0
14-May-12,Black,2012,3,4,46,0,46,0
14-May-12,Black,2012,3,5,45,0,45,0
14-May-12,Black,2012,3,6,36,0,36,0
14-May-12,Black,2012,3,7,34,0,34,0
14-May-12,Black,2012,3,8,21,0,21,0
14-May-12,Black,2012,3,9,26,0,26,0
14-May-12,Black,2012,3,10,38,0,38,0
14-May-12,Black,2012,3,11,18,0,18,0
14-May-12,Black,2012,3,12,100,0,100,0
14-May-12,Black,2012,3,13,52,0,52,0
14-May-12,Black,2012,3,14,50,0,50,0
14-May-12,Black,2012,3,15,55,0,55,0
14-May-12,Ice,2012,3,1,0,0,0,0
14-May-12,Ice,2012,3,2,2,0,2,0
14-May-12,Ice,2012,3,3,1,0,1,0
14-May-12,Ice,2012,3,4,0,0,0,0
14-May-12,Ice,2012,3,5,0,0,0,0
14-May-12,Ice,2012,3,6,0,0,0,0
14-May-12,Ice,2012,3,7,1,0,1,0
14-May-12,Ice,2012,3,8,0,0,0,0
14-May-12,Ice,2012,3,9,0,0,0,0
14-May-12,Ice,2012,3,10,1,0,1,0
14-May-12,Ice,2012,3,11,0,0,0,0
14-May-12,Ice,2012,3,12,0,0,0,0
14-May-12,Ice,2012,3,13,0,0,0,0
14-May-12,Ice,2012,3,14,1,0,1,0
14-May-12,Ice,2012,3,15,0,0,0,0
14-May-12,Vulgaris,2012,3,1,75,0,75,0
14-May-12,Vulgaris,2012,3,2,72,0,72,0
14-May-12,Vulgaris,2012,3,3,16,0,16,0
14-May-12,Vulgaris,2012,3,4,15,0,15,0
14-May-12,Vulgaris,2012,3,5,4,0,4,0
14-May-12,Vulgaris,2012,3,6,13,0,13,0
14-May-12,Vulgaris,2012,3,7,8,0,8,0
14-May-12,Vulgaris,2012,3,8,25,0,25,0
14-May-12,Vulgaris,2012,3,9,8,0,8,0
14-May-12,Vulgaris,2012,3,10,9,0,9,0
14-May-12,Vulgaris,2012,3,11,23,0,23,0
14-May-12,Vulgaris,2012,3,12,33,0,33,0
14-May-12,Vulgaris,2012,3,13,19,0,19,0
14-May-12,Vulgaris,2012,3,14,11,0,11,0
14-May-12,Vulgaris,2012,3,15,29,0,29,0
16-May-12,East,2012,4,1,11,0,11,0
16-May-12,East,2012,4,2,20,0,20,0
16-May-12,East,2012,4,3,7,0,7,0
16-May-12,East,2012,4,4,8,0,8,0
16-May-12,East,2012,4,5,10,0,10,0
16-May-12,East,2012,4,6,7,0,7,0
16-May-12,East,2012,4,7,8,0,8,0
16-May-12,East,2012,4,8,12,0,12,0
16-May-12,East,2012,4,9,1,0,1,0
16-May-12,East,2012,4,10,0,0,0,0
16-May-12,East,2012,4,11,0,0,0,0
16-May-12,East,2012,4,12,0,0,0,0
16-May-12,East,2012,4,13,0,0,0,0
16-May-12,East,2012,4,14,0,0,0,0
16-May-12,East,2012,4,15,3,0,3,0
16-May-12,Black,2012,4,1,7,0,7,0
16-May-12,Black,2012,4,2,12,0,12,0
16-May-12,Black,2012,4,3,12,0,12,0
16-May-12,Black,2012,4,4,21,0,21,0
16-May-12,Black,2012,4,5,35,0,35,0
16-May-12,Black,2012,4,6,18,0,18,0
16-May-12,Black,2012,4,7,10,0,10,0
16-May-12,Black,2012,4,8,30,0,30,0
16-May-12,Black,2012,4,9,14,0,14,0
16-May-12,Black,2012,4,10,17,0,17,0
16-May-12,Black,2012,4,11,53,0,53,0
16-May-12,Black,2012,4,12,30,0,30,0
16-May-12,Black,2012,4,13,36,0,36,0
16-May-12,Black,2012,4,14,41,0,41,0
16-May-12,Black,2012,4,15,24,0,24,0
16-May-12,Vulgaris,2012,4,1,23,0,23,0
16-May-12,Vulgaris,2012,4,2,26,0,26,0
16-May-12,Vulgaris,2012,4,3,18,0,18,0
16-May-12,Vulgaris,2012,4,4,32,0,32,0
16-May-12,Vulgaris,2012,4,5,11,0,11,0
16-May-12,Vulgaris,2012,4,6,9,0,9,0
16-May-12,Vulgaris,2012,4,7,3,0,3,0
16-May-12,Vulgaris,2012,4,8,2,0,2,0
16-May-12,Vulgaris,2012,4,9,17,0,17,0
16-May-12,Vulgaris,2012,4,10,7,0,7,0
16-May-12,Vulgaris,2012,4,11,6,0,6,0
16-May-12,Vulgaris,2012,4,12,7,0,7,0
16-May-12,Vulgaris,2012,4,13,6,0,6,0
16-May-12,Vulgaris,2012,4,14,6,0,6,0
16-May-12,Vulgaris,2012,4,15,6,0,6,0
18-May-12,East,2012,5,1,6,0,6,0
18-May-12,East,2012,5,2,10,0,10,0
18-May-12,East,2012,5,3,1,0,1,0
18-May-12,East,2012,5,4,1,0,1,0
18-May-12,East,2012,5,5,7,0,7,0
18-May-12,East,2012,5,6,4,0,4,0
18-May-12,East,2012,5,7,4,0,4,0
18-May-12,East,2012,5,8,0,0,0,0
18-May-12,East,2012,5,9,0,0,0,0
18-May-12,East,2012,5,10,0,0,0,0
18-May-12,East,2012,5,11,0,0,0,0
18-May-12,East,2012,5,12,0,0,0,0
18-May-12,East,2012,5,13,1,0,1,0
18-May-12,East,2012,5,14,12,0,12,0
18-May-12,East,2012,5,15,9,0,9,0
18-May-12,Black,2012,5,1,17,0,17,0
18-May-12,Black,2012,5,2,18,0,18,0
18-May-12,Black,2012,5,3,10,0,10,0
18-May-12,Black,2012,5,4,14,0,14,0
18-May-12,Black,2012,5,5,16,0,16,0
18-May-12,Black,2012,5,6,25,0,25,0
18-May-12,Black,2012,5,7,10,0,10,0
18-May-12,Black,2012,5,8,9,0,9,0
18-May-12,Black,2012,5,9,6,0,6,0
18-May-12,Black,2012,5,10,6,0,6,0
18-May-12,Black,2012,5,11,23,0,23,0
18-May-12,Black,2012,5,12,9,0,9,0
18-May-12,Black,2012,5,13,8,0,8,0
18-May-12,Black,2012,5,14,20,0,20,0
18-May-12,Black,2012,5,15,21,0,21,0
18-May-12,Vulgaris,2012,5,1,36,0,36,0
18-May-12,Vulgaris,2012,5,2,11,0,11,0
18-May-12,Vulgaris,2012,5,3,21,0,21,0
18-May-12,Vulgaris,2012,5,4,14,0,14,0
18-May-12,Vulgaris,2012,5,5,36,0,36,0
18-May-12,Vulgaris,2012,5,6,3,0,3,0
18-May-12,Vulgaris,2012,5,7,10,0,10,0
18-May-12,Vulgaris,2012,5,8,9,0,9,0
18-May-12,Vulgaris,2012,5,9,2,0,2,0
18-May-12,Vulgaris,2012,5,10,5,0,5,0
18-May-12,Vulgaris,2012,5,11,9,0,9,3
18-May-12,Vulgaris,2012,5,12,10,0,10,1
18-May-12,Vulgaris,2012,5,13,12,0,12,1
18-May-12,Vulgaris,2012,5,14,16,0,16,2
18-May-12,Vulgaris,2012,5,15,9,0,9,0
21-May-12,East,2012,6,1,5,0,5,0
21-May-12,East,2012,6,2,5,0,5,0
21-May-12,East,2012,6,3,4,0,4,0
21-May-12,East,2012,6,4,2,0,2,0
21-May-12,East,2012,6,5,2,0,2,0
21-May-12,East,2012,6,6,3,0,3,0
21-May-12,East,2012,6,7,5,0,5,0
21-May-12,East,2012,6,8,8,0,8,0
21-May-12,East,2012,6,9,0,0,0,0
21-May-12,East,2012,6,10,0,0,0,0
21-May-12,East,2012,6,11,12,0,12,0
21-May-12,East,2012,6,12,0,0,0,0
21-May-12,East,2012,6,13,0,0,0,0
21-May-12,East,2012,6,14,0,0,0,0
21-May-12,East,2012,6,15,7,0,7,0
21-May-12,Black,2012,6,1,26,0,26,0
21-May-12,Black,2012,6,2,4,0,4,0
21-May-12,Black,2012,6,3,17,1,18,1
21-May-12,Black,2012,6,4,13,1,14,0
21-May-12,Black,2012,6,5,29,0,29,0
21-May-12,Black,2012,6,6,8,0,8,0
21-May-12,Black,2012,6,7,13,0,13,0
21-May-12,Black,2012,6,8,15,0,15,0
21-May-12,Black,2012,6,9,4,0,4,0
21-May-12,Black,2012,6,10,8,0,8,0
21-May-12,Black,2012,6,11,9,0,9,0
21-May-12,Black,2012,6,12,36,0,36,1
21-May-12,Black,2012,6,13,6,0,6,0
21-May-12,Black,2012,6,14,15,0,15,0
21-May-12,Black,2012,6,15,16,0,16,0
21-May-12,Ice,2012,6,1,1,0,1,0
21-May-12,Ice,2012,6,2,0,0,0,0
21-May-12,Ice,2012,6,3,0,0,0,0
21-May-12,Ice,2012,6,4,0,0,0,0
21-May-12,Ice,2012,6,5,5,0,5,0
21-May-12,Ice,2012,6,6,2,0,2,0
21-May-12,Ice,2012,6,7,1,0,1,0
21-May-12,Ice,2012,6,8,1,0,1,0
21-May-12,Ice,2012,6,9,1,0,1,0
21-May-12,Ice,2012,6,10,0,0,0,0
21-May-12,Ice,2012,6,11,2,0,2,0
21-May-12,Ice,2012,6,12,0,0,0,0
21-May-12,Ice,2012,6,13,1,0,1,0
21-May-12,Ice,2012,6,14,0,0,0,0
21-May-12,Ice,2012,6,15,0,0,0,0
21-May-12,Vulgaris,2012,6,1,4,3,7,0
21-May-12,Vulgaris,2012,6,2,3,7,10,1
21-May-12,Vulgaris,2012,6,3,3,4,7,2
21-May-12,Vulgaris,2012,6,4,0,2,2,1
21-May-12,Vulgaris,2012,6,5,2,6,8,7
21-May-12,Vulgaris,2012,6,6,4,4,8,3
21-May-12,Vulgaris,2012,6,7,7,1,8,0
21-May-12,Vulgaris,2012,6,8,6,0,6,0
21-May-12,Vulgaris,2012,6,9,3,0,3,1
21-May-12,Vulgaris,2012,6,10,5,1,6,3
21-May-12,Vulgaris,2012,6,11,2,1,3,2
21-May-12,Vulgaris,2012,6,12,3,0,3,6
21-May-12,Vulgaris,2012,6,13,9,1,10,1
21-May-12,Vulgaris,2012,6,14,17,2,19,1
21-May-12,Vulgaris,2012,6,15,10,7,17,4
23-May-12,East,2012,7,1,3,0,3,0
23-May-12,East,2012,7,2,3,0,3,0
23-May-12,East,2012,7,3,5,0,5,0
23-May-12,East,2012,7,4,5,0,5,0
23-May-12,East,2012,7,5,8,0,8,0
23-May-12,East,2012,7,6,2,0,2,1
23-May-12,East,2012,7,7,4,0,4,0
23-May-12,East,2012,7,8,1,0,1,0
23-May-12,East,2012,7,9,0,0,0,0
23-May-12,East,2012,7,10,4,0,4,0
23-May-12,East,2012,7,11,1,0,1,0
23-May-12,East,2012,7,12,2,0,2,0
23-May-12,East,2012,7,13,3,0,3,0
23-May-12,East,2012,7,14,1,0,1,0
23-May-12,East,2012,7,15,2,0,2,0
23-May-12,Black,2012,7,1,4,2,6,2
23-May-12,Black,2012,7,2,10,0,10,0
23-May-12,Black,2012,7,3,6,2,8,0
23-May-12,Black,2012,7,4,4,0,4,0
23-May-12,Black,2012,7,5,3,5,8,1
23-May-12,Black,2012,7,6,5,13,18,0
23-May-12,Black,2012,7,7,5,1,6,0
23-May-12,Black,2012,7,8,4,0,4,0
23-May-12,Black,2012,7,9,3,4,7,0
23-May-12,Black,2012,7,10,1,0,1,1
23-May-12,Black,2012,7,11,2,0,2,0
23-May-12,Black,2012,7,12,7,2,9,0
23-May-12,Black,2012,7,13,5,2,7,1
23-May-12,Black,2012,7,14,14,9,23,0
23-May-12,Black,2012,7,15,3,2,5,0
23-May-12,Vulgaris,2012,7,1,1,5,6,0
23-May-12,Vulgaris,2012,7,2,2,5,7,1
23-May-12,Vulgaris,2012,7,3,3,3,6,0
23-May-12,Vulgaris,2012,7,4,1,5,6,0
23-May-12,Vulgaris,2012,7,5,5,8,13,0
23-May-12,Vulgaris,2012,7,6,5,3,8,0
23-May-12,Vulgaris,2012,7,7,2,0,2,1
23-May-12,Vulgaris,2012,7,8,1,0,1,1
23-May-12,Vulgaris,2012,7,9,0,2,2,1
23-May-12,Vulgaris,2012,7,10,1,2,3,0
23-May-12,Vulgaris,2012,7,11,2,0,2,1
23-May-12,Vulgaris,2012,7,12,1,1,2,1
23-May-12,Vulgaris,2012,7,13,1,1,2,0
23-May-12,Vulgaris,2012,7,14,4,7,11,0
23-May-12,Vulgaris,2012,7,15,17,6,23,0
28-May-12,East,2012,8,1,3,0,3,0
28-May-12,East,2012,8,2,3,0,3,0
28-May-12,East,2012,8,3,1,2,3,0
28-May-12,East,2012,8,4,0,1,1,0
28-May-12,East,2012,8,5,5,0,5,2
28-May-12,East,2012,8,6,4,0,4,1
28-May-12,East,2012,8,7,6,1,7,1
28-May-12,East,2012,8,8,2,0,2,0
28-May-12,East,2012,8,9,0,0,0,0
28-May-12,East,2012,8,10,0,0,0,0
28-May-12,East,2012,8,11,1,0,1,0
28-May-12,East,2012,8,12,1,0,1,0
28-May-12,East,2012,8,13,0,0,0,0
28-May-12,East,2012,8,14,1,0,1,0
28-May-12,East,2012,8,15,1,0,1,1
28-May-12,Black,2012,8,1,0,11,11,0
28-May-12,Black,2012,8,2,0,2,2,3
28-May-12,Black,2012,8,3,0,0,0,0
28-May-12,Black,2012,8,4,0,6,6,0
28-May-12,Black,2012,8,5,1,3,4,1
28-May-12,Black,2012,8,6,0,5,5,1
28-May-12,Black,2012,8,7,1,4,5,2
28-May-12,Black,2012,8,8,0,3,3,0
28-May-12,Black,2012,8,9,0,2,2,1
28-May-12,Black,2012,8,10,0,1,1,2
28-May-12,Black,2012,8,11,0,2,2,1
28-May-12,Black,2012,8,12,0,6,6,3
28-May-12,Black,2012,8,13,0,1,1,0
28-May-12,Black,2012,8,14,1,17,18,1
28-May-12,Black,2012,8,15,0,12,12,0
28-May-12,Ice,2012,8,1,0,0,0,2
28-May-12,Ice,2012,8,2,0,0,0,6
28-May-12,Ice,2012,8,3,2,0,2,0
28-May-12,Ice,2012,8,4,0,0,0,1
28-May-12,Ice,2012,8,5,1,0,1,2
28-May-12,Ice,2012,8,6,0,0,0,2
28-May-12,Ice,2012,8,7,0,0,0,1
28-May-12,Ice,2012,8,8,0,0,0,3
28-May-12,Ice,2012,8,9,0,0,0,0
28-May-12,Ice,2012,8,10,1,0,1,3
28-May-12,Ice,2012,8,11,0,0,0,1
28-May-12,Ice,2012,8,12,0,0,0,1
28-May-12,Ice,2012,8,13,0,0,0,2
28-May-12,Ice,2012,8,14,0,1,1,2
28-May-12,Ice,2012,8,15,0,0,0,2
28-May-12,Vulgaris,2012,8,1,6,28,34,1
28-May-12,Vulgaris,2012,8,2,3,27,30,1
28-May-12,Vulgaris,2012,8,3,0,11,11,0
28-May-12,Vulgaris,2012,8,4,1,16,17,7
28-May-12,Vulgaris,2012,8,5,3,11,14,1
28-May-12,Vulgaris,2012,8,6,3,20,23,0
28-May-12,Vulgaris,2012,8,7,3,5,8,0
28-May-12,Vulgaris,2012,8,8,2,4,6,0
28-May-12,Vulgaris,2012,8,9,5,8,13,0
28-May-12,Vulgaris,2012,8,10,3,1,4,0
28-May-12,Vulgaris,2012,8,11,2,4,6,0
28-May-12,Vulgaris,2012,8,12,0,2,2,1
28-May-12,Vulgaris,2012,8,13,5,16,21,1
28-May-12,Vulgaris,2012,8,14,0,0,0,0
28-May-12,Vulgaris,2012,8,15,7,6,13,0
31-May-12,East,2012,9,1,1,0,1,0
31-May-12,East,2012,9,2,0,1,1,0
31-May-12,East,2012,9,3,0,0,0,0
31-May-12,East,2012,9,4,1,4,5,0
31-May-12,East,2012,9,5,1,1,2,1
31-May-12,East,2012,9,6,3,4,7,0
31-May-12,East,2012,9,7,3,2,5,0
31-May-12,East,2012,9,8,3,1,4,1
31-May-12,East,2012,9,9,1,0,1,0
31-May-12,East,2012,9,10,0,0,0,0
31-May-12,East,2012,9,11,3,0,3,0
31-May-12,East,2012,9,12,1,0,1,0
31-May-12,East,2012,9,13,1,0,1,0
31-May-12,East,2012,9,14,0,0,0,0
31-May-12,East,2012,9,15,0,0,0,2
31-May-12,Black,2012,9,1,0,4,4,0
31-May-12,Black,2012,9,2,0,3,3,0
31-May-12,Black,2012,9,3,0,0,0,0
31-May-12,Black,2012,9,4,0,0,0,0
31-May-12,Black,2012,9,5,0,0,0,0
31-May-12,Black,2012,9,6,0,4,4,0
31-May-12,Black,2012,9,7,0,0,0,0
31-May-12,Black,2012,9,8,0,2,2,1
31-May-12,Black,2012,9,9,0,1,1,0
31-May-12,Black,2012,9,10,0,7,7,0
31-May-12,Black,2012,9,11,0,2,2,0
31-May-12,Black,2012,9,12,0,8,8,0
31-May-12,Black,2012,9,13,0,1,1,0
31-May-12,Black,2012,9,14,0,5,5,0
31-May-12,Black,2012,9,15,0,10,10,0
31-May-12,Ice,2012,9,1,0,0,0,1
31-May-12,Ice,2012,9,2,0,0,0,0
31-May-12,Ice,2012,9,3,0,0,0,0
31-May-12,Ice,2012,9,4,0,0,0,3
31-May-12,Ice,2012,9,5,0,0,0,3
31-May-12,Ice,2012,9,6,0,0,0,0
31-May-12,Ice,2012,9,7,0,0,0,1
31-May-12,Ice,2012,9,8,0,1,1,2
31-May-12,Ice,2012,9,9,0,0,0,1
31-May-12,Ice,2012,9,10,0,0,0,1
31-May-12,Ice,2012,9,11,1,0,1,0
31-May-12,Ice,2012,9,12,0,0,0,1
31-May-12,Ice,2012,9,13,0,0,0,1
31-May-12,Ice,2012,9,14,1,0,1,2
31-May-12,Ice,2012,9,15,0,0,0,0
31-May-12,Vulgaris,2012,9,1,0,6,6,2
31-May-12,Vulgaris,2012,9,2,0,15,15,0
31-May-12,Vulgaris,2012,9,3,0,5,5,0
31-May-12,Vulgaris,2012,9,4,1,7,8,0
31-May-12,Vulgaris,2012,9,5,0,5,5,1
31-May-12,Vulgaris,2012,9,6,0,3,3,0
31-May-12,Vulgaris,2012,9,7,0,2,2,0
31-May-12,Vulgaris,2012,9,8,0,3,3,0
31-May-12,Vulgaris,2012,9,9,1,9,10,0
31-May-12,Vulgaris,2012,9,10,1,2,3,1
31-May-12,Vulgaris,2012,9,11,0,4,4,2
31-May-12,Vulgaris,2012,9,12,0,3,3,0
31-May-12,Vulgaris,2012,9,13,0,3,3,1
31-May-12,Vulgaris,2012,9,14,1,0,1,0
31-May-12,Vulgaris,2012,9,15,0,13,13,0
4-Jun-12,East,2012,10,1,0,0,0,1
4-Jun-12,East,2012,10,2,1,0,1,0
4-Jun-12,East,2012,10,3,0,1,1,0
4-Jun-12,East,2012,10,4,0,4,4,0
4-Jun-12,East,2012,10,5,0,3,3,0
4-Jun-12,East,2012,10,6,0,0,0,0
4-Jun-12,East,2012,10,7,1,0,1,0
4-Jun-12,East,2012,10,8,0,1,1,0
4-Jun-12,East,2012,10,9,0,4,4,0
4-Jun-12,East,2012,10,10,1,1,2,0
4-Jun-12,East,2012,10,11,0,4,4,0
4-Jun-12,East,2012,10,12,0,1,1,0
4-Jun-12,East,2012,10,13,0,0,0,0
4-Jun-12,East,2012,10,14,0,1,1,0
4-Jun-12,East,2012,10,15,0,0,0,0
4-Jun-12,Black,2012,10,1,0,0,0,1
4-Jun-12,Black,2012,10,2,0,0,0,0
4-Jun-12,Black,2012,10,3,0,0,0,0
4-Jun-12,Black,2012,10,4,0,0,0,0
4-Jun-12,Black,2012,10,5,0,1,1,0
4-Jun-12,Black,2012,10,6,0,0,0,0
4-Jun-12,Black,2012,10,7,0,0,0,0
4-Jun-12,Black,2012,10,8,0,0,0,0
4-Jun-12,Black,2012,10,9,0,0,0,0
4-Jun-12,Black,2012,10,10,0,0,0,0
4-Jun-12,Black,2012,10,11,0,0,0,0
4-Jun-12,Black,2012,10,12,0,0,0,0
4-Jun-12,Black,2012,10,13,0,0,0,0
4-Jun-12,Black,2012,10,14,0,0,0,0
4-Jun-12,Black,2012,10,15,0,0,0,0
4-Jun-12,Ice,2012,10,1,0,0,0,2
4-Jun-12,Ice,2012,10,2,0,0,0,1
4-Jun-12,Ice,2012,10,3,0,0,0,2
4-Jun-12,Ice,2012,10,4,0,0,0,1
4-Jun-12,Ice,2012,10,5,0,0,0,1
4-Jun-12,Ice,2012,10,6,0,0,0,2
4-Jun-12,Ice,2012,10,7,0,0,0,1
4-Jun-12,Ice,2012,10,8,0,0,0,1
4-Jun-12,Ice,2012,10,9,0,0,0,0
4-Jun-12,Ice,2012,10,10,0,0,0,0
4-Jun-12,Ice,2012,10,11,0,1,1,2
4-Jun-12,Ice,2012,10,12,0,0,0,0
4-Jun-12,Ice,2012,10,13,0,0,0,1
4-Jun-12,Ice,2012,10,14,0,0,0,5
4-Jun-12,Ice,2012,10,15,0,0,0,3
4-Jun-12,Vulgaris,2012,10,1,0,0,0,0
4-Jun-12,Vulgaris,2012,10,2,0,0,0,0
4-Jun-12,Vulgaris,2012,10,3,1,0,1,0
4-Jun-12,Vulgaris,2012,10,4,1,0,1,0
4-Jun-12,Vulgaris,2012,10,5,1,0,1,0
4-Jun-12,Vulgaris,2012,10,6,0,2,2,1
4-Jun-12,Vulgaris,2012,10,7,0,1,1,1
4-Jun-12,Vulgaris,2012,10,8,0,2,2,0
4-Jun-12,Vulgaris,2012,10,9,0,1,1,0
4-Jun-12,Vulgaris,2012,10,10,1,1,2,0
4-Jun-12,Vulgaris,2012,10,11,0,0,0,0
4-Jun-12,Vulgaris,2012,10,12,0,2,2,0
4-Jun-12,Vulgaris,2012,10,13,1,1,2,0
4-Jun-12,Vulgaris,2012,10,14,1,0,1,0
4-Jun-12,Vulgaris,2012,10,15,0,1,1,1
7-Jun-12,East,2012,11,1,0,0,0,0
7-Jun-12,East,2012,11,2,0,0,0,0
7-Jun-12,East,2012,11,3,0,0,0,1
7-Jun-12,East,2012,11,4,0,0,0,0
7-Jun-12,East,2012,11,5,0,0,0,0
7-Jun-12,East,2012,11,6,1,0,1,0
7-Jun-12,East,2012,11,7,0,0,0,0
7-Jun-12,East,2012,11,8,0,1,1,1
7-Jun-12,East,2012,11,9,0,0,0,0
7-Jun-12,East,2012,11,10,1,5,6,1
7-Jun-12,East,2012,11,11,1,2,3,0
7-Jun-12,East,2012,11,12,0,0,0,0
7-Jun-12,East,2012,11,13,0,0,0,0
7-Jun-12,East,2012,11,14,0,1,1,0
7-Jun-12,East,2012,11,15,0,0,0,0
7-Jun-12,Black,2012,11,1,0,0,0,1
7-Jun-12,Black,2012,11,2,0,0,0,0
7-Jun-12,Black,2012,11,3,0,0,0,0
7-Jun-12,Black,2012,11,4,0,0,0,0
7-Jun-12,Black,2012,11,5,0,0,0,0
7-Jun-12,Black,2012,11,6,0,0,0,0
7-Jun-12,Black,2012,11,7,0,0,0,0
7-Jun-12,Black,2012,11,8,0,0,0,1
7-Jun-12,Black,2012,11,9,0,0,0,0
7-Jun-12,Black,2012,11,10,0,0,0,0
7-Jun-12,Black,2012,11,11,0,0,0,0
7-Jun-12,Black,2012,11,12,0,0,0,0
7-Jun-12,Black,2012,11,13,0,0,0,1
7-Jun-12,Black,2012,11,14,0,0,0,0
7-Jun-12,Black,2012,11,15,0,0,0,0
7-Jun-12,Vulgaris,2012,11,1,0,0,0,0
7-Jun-12,Vulgaris,2012,11,2,0,0,0,0
7-Jun-12,Vulgaris,2012,11,3,0,0,0,0
7-Jun-12,Vulgaris,2012,11,4,0,0,0,0
7-Jun-12,Vulgaris,2012,11,5,0,0,0,1
7-Jun-12,Vulgaris,2012,11,6,0,0,0,0
7-Jun-12,Vulgaris,2012,11,7,0,0,0,0
7-Jun-12,Vulgaris,2012,11,8,1,0,1,0
7-Jun-12,Vulgaris,2012,11,9,0,0,0,0
7-Jun-12,Vulgaris,2012,11,10,1,0,1,0
7-Jun-12,Vulgaris,2012,11,11,0,0,0,0
7-Jun-12,Vulgaris,2012,11,12,0,1,1,0
7-Jun-12,Vulgaris,2012,11,13,0,0,0,1
