,Site,Year,SiteYear,Date,Time,DateTime,Temp,Type,FirstEmergence,PeakEmergence
1082,Airport,2012,Airport2012,5/23/2012,8:00,5/23/2012 8:00,3,Air,,
1083,Airport,2012,Airport2012,5/23/2012,9:00,5/23/2012 9:00,4,Air,,
1084,Airport,2012,Airport2012,5/23/2012,10:00,5/23/2012 10:00,5,Air,,
1085,Airport,2012,Airport2012,5/23/2012,11:00,5/23/2012 11:00,7,Air,,
1086,Airport,2012,Airport2012,5/23/2012,12:00,5/23/2012 12:00,7,Air,,
1087,Airport,2012,Airport2012,5/23/2012,13:00,5/23/2012 13:00,8,Air,,
1088,Airport,2012,Airport2012,5/23/2012,14:00,5/23/2012 14:00,9,Air,,
1089,Airport,2012,Airport2012,5/23/2012,15:00,5/23/2012 15:00,8,Air,,
1090,Airport,2012,Airport2012,5/23/2012,16:00,5/23/2012 16:00,8,Air,,
1091,Airport,2012,Airport2012,5/23/2012,17:00,5/23/2012 17:00,8,Air,,
1092,Airport,2012,Airport2012,5/23/2012,18:00,5/23/2012 18:00,5,Air,,
1094,Airport,2012,Airport2012,5/23/2012,20:00,5/23/2012 20:00,4,Air,,
1095,Airport,2012,Airport2012,5/23/2012,21:00,5/23/2012 21:00,4,Air,,
1096,Airport,2012,Airport2012,5/23/2012,22:00,5/23/2012 22:00,3,Air,,
1097,Airport,2012,Airport2012,5/23/2012,23:00,5/23/2012 23:00,3,Air,,
1098,Airport,2012,Airport2012,5/24/2012,0:00,5/24/2012 0:00,2,Air,,
1099,Airport,2012,Airport2012,5/24/2012,1:00,5/24/2012 1:00,2,Air,,
1100,Airport,2012,Airport2012,5/24/2012,2:00,5/24/2012 2:00,2,Air,,
1101,Airport,2012,Airport2012,5/24/2012,3:00,5/24/2012 3:00,2,Air,,
1102,Airport,2012,Airport2012,5/24/2012,4:00,5/24/2012 4:00,1,Air,,
1103,Airport,2012,Airport2012,5/24/2012,5:00,5/24/2012 5:00,2,Air,,
1104,Airport,2012,Airport2012,5/24/2012,6:00,5/24/2012 6:00,2,Air,,
1105,Airport,2012,Airport2012,5/24/2012,7:00,5/24/2012 7:00,1,Air,,
1106,Airport,2012,Airport2012,5/24/2012,8:00,5/24/2012 8:00,1,Air,,
1107,Airport,2012,Airport2012,5/24/2012,9:00,5/24/2012 9:00,2,Air,,
1108,Airport,2012,Airport2012,5/24/2012,10:00,5/24/2012 10:00,3,Air,,
1109,Airport,2012,Airport2012,5/24/2012,11:00,5/24/2012 11:00,3,Air,,
1110,Airport,2012,Airport2012,5/24/2012,12:00,5/24/2012 12:00,4,Air,,
1111,Airport,2012,Airport2012,5/24/2012,13:00,5/24/2012 13:00,6,Air,,
1112,Airport,2012,Airport2012,5/24/2012,14:00,5/24/2012 14:00,5,Air,,
1113,Airport,2012,Airport2012,5/24/2012,15:00,5/24/2012 15:00,5,Air,,
1114,Airport,2012,Airport2012,5/24/2012,16:00,5/24/2012 16:00,4,Air,,
1115,Airport,2012,Airport2012,5/24/2012,17:00,5/24/2012 17:00,4,Air,,
1116,Airport,2012,Airport2012,5/24/2012,18:00,5/24/2012 18:00,4,Air,,
1117,Airport,2012,Airport2012,5/24/2012,19:00,5/24/2012 19:00,3,Air,,
1118,Airport,2012,Airport2012,5/24/2012,20:00,5/24/2012 20:00,3,Air,,
1119,Airport,2012,Airport2012,5/24/2012,21:00,5/24/2012 21:00,3,Air,,
1120,Airport,2012,Airport2012,5/24/2012,22:00,5/24/2012 22:00,2,Air,,
1121,Airport,2012,Airport2012,5/24/2012,23:00,5/24/2012 23:00,2,Air,,
1122,Airport,2012,Airport2012,5/25/2012,0:00,5/25/2012 0:00,1,Air,,
1123,Airport,2012,Airport2012,5/25/2012,1:00,5/25/2012 1:00,1,Air,,
1124,Airport,2012,Airport2012,5/25/2012,2:00,5/25/2012 2:00,1,Air,,
1125,Airport,2012,Airport2012,5/25/2012,3:00,5/25/2012 3:00,0,Air,,
1126,Airport,2012,Airport2012,5/25/2012,4:00,5/25/2012 4:00,0,Air,,
1127,Airport,2012,Airport2012,5/25/2012,5:00,5/25/2012 5:00,0,Air,,
1128,Airport,2012,Airport2012,5/25/2012,6:00,5/25/2012 6:00,0,Air,,
1129,Airport,2012,Airport2012,5/25/2012,7:00,5/25/2012 7:00,0,Air,,
1130,Airport,2012,Airport2012,5/25/2012,8:00,5/25/2012 8:00,0,Air,,
1131,Airport,2012,Airport2012,5/25/2012,9:00,5/25/2012 9:00,0,Air,,
1132,Airport,2012,Airport2012,5/25/2012,10:00,5/25/2012 10:00,1,Air,,
1133,Airport,2012,Airport2012,5/25/2012,11:00,5/25/2012 11:00,2,Air,,
1134,Airport,2012,Airport2012,5/25/2012,12:00,5/25/2012 12:00,2,Air,,
1135,Airport,2012,Airport2012,5/25/2012,13:00,5/25/2012 13:00,2,Air,,
1136,Airport,2012,Airport2012,5/25/2012,14:00,5/25/2012 14:00,4,Air,,
1137,Airport,2012,Airport2012,5/25/2012,15:00,5/25/2012 15:00,3,Air,,
1138,Airport,2012,Airport2012,5/25/2012,16:00,5/25/2012 16:00,5,Air,,
1139,Airport,2012,Airport2012,5/25/2012,17:00,5/25/2012 17:00,6,Air,,
1141,Airport,2012,Airport2012,5/25/2012,19:00,5/25/2012 19:00,3,Air,,
1142,Airport,2012,Airport2012,5/25/2012,20:00,5/25/2012 20:00,2,Air,,
1143,Airport,2012,Airport2012,5/25/2012,21:00,5/25/2012 21:00,2,Air,,
1144,Airport,2012,Airport2012,5/25/2012,22:00,5/25/2012 22:00,2,Air,,
1145,Airport,2012,Airport2012,5/25/2012,23:00,5/25/2012 23:00,1,Air,,
1146,Airport,2012,Airport2012,5/26/2012,0:00,5/26/2012 0:00,2,Air,,
1147,Airport,2012,Airport2012,5/26/2012,1:00,5/26/2012 1:00,1,Air,,
1148,Airport,2012,Airport2012,5/26/2012,2:00,5/26/2012 2:00,2,Air,,
1149,Airport,2012,Airport2012,5/26/2012,3:00,5/26/2012 3:00,1,Air,,
1150,Airport,2012,Airport2012,5/26/2012,4:00,5/26/2012 4:00,1,Air,,
1151,Airport,2012,Airport2012,5/26/2012,5:00,5/26/2012 5:00,0,Air,,
1152,Airport,2012,Airport2012,5/26/2012,6:00,5/26/2012 6:00,0,Air,,
1153,Airport,2012,Airport2012,5/26/2012,7:00,5/26/2012 7:00,1,Air,,
1154,Airport,2012,Airport2012,5/26/2012,8:00,5/26/2012 8:00,2,Air,,
1155,Airport,2012,Airport2012,5/26/2012,9:00,5/26/2012 9:00,3,Air,,
1156,Airport,2012,Airport2012,5/26/2012,10:00,5/26/2012 10:00,4,Air,,
1157,Airport,2012,Airport2012,5/26/2012,11:00,5/26/2012 11:00,5,Air,,
1158,Airport,2012,Airport2012,5/26/2012,12:00,5/26/2012 12:00,6,Air,,
1159,Airport,2012,Airport2012,5/26/2012,13:00,5/26/2012 13:00,7,Air,,
1160,Airport,2012,Airport2012,5/26/2012,14:00,5/26/2012 14:00,7,Air,,
1161,Airport,2012,Airport2012,5/26/2012,15:00,5/26/2012 15:00,8,Air,,
1162,Airport,2012,Airport2012,5/26/2012,16:00,5/26/2012 16:00,9,Air,,
1163,Airport,2012,Airport2012,5/26/2012,17:00,5/26/2012 17:00,9,Air,,
1164,Airport,2012,Airport2012,5/26/2012,18:00,5/26/2012 18:00,9,Air,,
1165,Airport,2012,Airport2012,5/26/2012,19:00,5/26/2012 19:00,9,Air,,
1166,Airport,2012,Airport2012,5/26/2012,20:00,5/26/2012 20:00,8,Air,,
1167,Airport,2012,Airport2012,5/26/2012,21:00,5/26/2012 21:00,8,Air,,
1168,Airport,2012,Airport2012,5/26/2012,22:00,5/26/2012 22:00,8,Air,,
1169,Airport,2012,Airport2012,5/26/2012,23:00,5/26/2012 23:00,7,Air,,
1170,Airport,2012,Airport2012,5/27/2012,0:00,5/27/2012 0:00,7,Air,,
1171,Airport,2012,Airport2012,5/27/2012,1:00,5/27/2012 1:00,6,Air,,
1172,Airport,2012,Airport2012,5/27/2012,2:00,5/27/2012 2:00,5,Air,,
1173,Airport,2012,Airport2012,5/27/2012,3:00,5/27/2012 3:00,4,Air,,
1174,Airport,2012,Airport2012,5/27/2012,4:00,5/27/2012 4:00,4,Air,,
1175,Airport,2012,Airport2012,5/27/2012,5:00,5/27/2012 5:00,4,Air,,
1176,Airport,2012,Airport2012,5/27/2012,6:00,5/27/2012 6:00,4,Air,,
1177,Airport,2012,Airport2012,5/27/2012,7:00,5/27/2012 7:00,4,Air,,
1178,Airport,2012,Airport2012,5/27/2012,8:00,5/27/2012 8:00,5,Air,,
1179,Airport,2012,Airport2012,5/27/2012,9:00,5/27/2012 9:00,5,Air,,
1180,Airport,2012,Airport2012,5/27/2012,10:00,5/27/2012 10:00,4,Air,,
1181,Airport,2012,Airport2012,5/27/2012,11:00,5/27/2012 11:00,5,Air,,
1182,Airport,2012,Airport2012,5/27/2012,12:00,5/27/2012 12:00,6,Air,,
1183,Airport,2012,Airport2012,5/27/2012,13:00,5/27/2012 13:00,5,Air,,
1184,Airport,2012,Airport2012,5/27/2012,14:00,5/27/2012 14:00,6,Air,,
1185,Airport,2012,Airport2012,5/27/2012,15:00,5/27/2012 15:00,7,Air,,
1186,Airport,2012,Airport2012,5/27/2012,16:00,5/27/2012 16:00,7,Air,,
1187,Airport,2012,Airport2012,5/27/2012,17:00,5/27/2012 17:00,5,Air,,
1188,Airport,2012,Airport2012,5/27/2012,18:00,5/27/2012 18:00,6,Air,,
1189,Airport,2012,Airport2012,5/27/2012,19:00,5/27/2012 19:00,6,Air,,
1190,Airport,2012,Airport2012,5/27/2012,20:00,5/27/2012 20:00,5,Air,,
1191,Airport,2012,Airport2012,5/27/2012,21:00,5/27/2012 21:00,7,Air,,
1192,Airport,2012,Airport2012,5/27/2012,22:00,5/27/2012 22:00,8,Air,,
1193,Airport,2012,Airport2012,5/27/2012,23:00,5/27/2012 23:00,8,Air,,
1194,Airport,2012,Airport2012,5/28/2012,0:00,5/28/2012 0:00,8,Air,,
1195,Airport,2012,Airport2012,5/28/2012,1:00,5/28/2012 1:00,9,Air,,
1196,Airport,2012,Airport2012,5/28/2012,2:00,5/28/2012 2:00,8,Air,,
1197,Airport,2012,Airport2012,5/28/2012,3:00,5/28/2012 3:00,4,Air,,
1198,Airport,2012,Airport2012,5/28/2012,4:00,5/28/2012 4:00,4,Air,,
1199,Airport,2012,Airport2012,5/28/2012,5:00,5/28/2012 5:00,8,Air,,
1200,Airport,2012,Airport2012,5/28/2012,6:00,5/28/2012 6:00,11,Air,,
1201,Airport,2012,Airport2012,5/28/2012,7:00,5/28/2012 7:00,7,Air,,
1202,Airport,2012,Airport2012,5/28/2012,8:00,5/28/2012 8:00,8,Air,,
1203,Airport,2012,Airport2012,5/28/2012,9:00,5/28/2012 9:00,7,Air,,
1204,Airport,2012,Airport2012,5/28/2012,10:00,5/28/2012 10:00,9,Air,,
1205,Airport,2012,Airport2012,5/28/2012,11:00,5/28/2012 11:00,9,Air,,
1206,Airport,2012,Airport2012,5/28/2012,12:00,5/28/2012 12:00,11,Air,,
1207,Airport,2012,Airport2012,5/28/2012,13:00,5/28/2012 13:00,14,Air,,
1208,Airport,2012,Airport2012,5/28/2012,14:00,5/28/2012 14:00,19,Air,,
1209,Airport,2012,Airport2012,5/28/2012,15:00,5/28/2012 15:00,20,Air,,
1210,Airport,2012,Airport2012,5/28/2012,16:00,5/28/2012 16:00,20,Air,,
1211,Airport,2012,Airport2012,5/28/2012,17:00,5/28/2012 17:00,20,Air,,
1212,Airport,2012,Airport2012,5/28/2012,18:00,5/28/2012 18:00,20,Air,,
1213,Airport,2012,Airport2012,5/28/2012,19:00,5/28/2012 19:00,19,Air,,
1214,Airport,2012,Airport2012,5/28/2012,20:00,5/28/2012 20:00,18,Air,,
1215,Airport,2012,Airport2012,5/28/2012,21:00,5/28/2012 21:00,15,Air,,
1216,Airport,2012,Airport2012,5/28/2012,22:00,5/28/2012 22:00,14,Air,,
1217,Airport,2012,Airport2012,5/28/2012,23:00,5/28/2012 23:00,13,Air,,
1218,Airport,2012,Airport2012,5/29/2012,0:00,5/29/2012 0:00,12,Air,,
1219,Airport,2012,Airport2012,5/29/2012,1:00,5/29/2012 1:00,10,Air,,
1220,Airport,2012,Airport2012,5/29/2012,2:00,5/29/2012 2:00,9,Air,,
1221,Airport,2012,Airport2012,5/29/2012,3:00,5/29/2012 3:00,8,Air,,
1222,Airport,2012,Airport2012,5/29/2012,4:00,5/29/2012 4:00,8,Air,,
1223,Airport,2012,Airport2012,5/29/2012,5:00,5/29/2012 5:00,8,Air,,
1224,Airport,2012,Airport2012,5/29/2012,6:00,5/29/2012 6:00,9,Air,,
1225,Airport,2012,Airport2012,5/29/2012,7:00,5/29/2012 7:00,11,Air,,
1226,Airport,2012,Airport2012,5/29/2012,8:00,5/29/2012 8:00,13,Air,,
1227,Airport,2012,Airport2012,5/29/2012,9:00,5/29/2012 9:00,15,Air,,
1228,Airport,2012,Airport2012,5/29/2012,10:00,5/29/2012 10:00,17,Air,,
1229,Airport,2012,Airport2012,5/29/2012,11:00,5/29/2012 11:00,18,Air,,
1230,Airport,2012,Airport2012,5/29/2012,12:00,5/29/2012 12:00,19,Air,,
1231,Airport,2012,Airport2012,5/29/2012,13:00,5/29/2012 13:00,20,Air,,
1232,Airport,2012,Airport2012,5/29/2012,14:00,5/29/2012 14:00,21,Air,,
1233,Airport,2012,Airport2012,5/29/2012,15:00,5/29/2012 15:00,21,Air,,
1234,Airport,2012,Airport2012,5/29/2012,16:00,5/29/2012 16:00,21,Air,,
1235,Airport,2012,Airport2012,5/29/2012,17:00,5/29/2012 17:00,21,Air,,
1236,Airport,2012,Airport2012,5/29/2012,18:00,5/29/2012 18:00,21,Air,,
1237,Airport,2012,Airport2012,5/29/2012,19:00,5/29/2012 19:00,20,Air,,
1238,Airport,2012,Airport2012,5/29/2012,20:00,5/29/2012 20:00,18,Air,,
1239,Airport,2012,Airport2012,5/29/2012,21:00,5/29/2012 21:00,16,Air,,
1240,Airport,2012,Airport2012,5/29/2012,22:00,5/29/2012 22:00,14,Air,,
1241,Airport,2012,Airport2012,5/29/2012,23:00,5/29/2012 23:00,12,Air,,
1242,Airport,2012,Airport2012,5/30/2012,0:00,5/30/2012 0:00,11,Air,,
1243,Airport,2012,Airport2012,5/30/2012,1:00,5/30/2012 1:00,10,Air,,
1244,Airport,2012,Airport2012,5/30/2012,2:00,5/30/2012 2:00,8,Air,,
1245,Airport,2012,Airport2012,5/30/2012,3:00,5/30/2012 3:00,8,Air,,
1246,Airport,2012,Airport2012,5/30/2012,4:00,5/30/2012 4:00,7,Air,,
1247,Airport,2012,Airport2012,5/30/2012,5:00,5/30/2012 5:00,7,Air,,
1248,Airport,2012,Airport2012,5/30/2012,6:00,5/30/2012 6:00,8,Air,,
1249,Airport,2012,Airport2012,5/30/2012,7:00,5/30/2012 7:00,10,Air,,
1250,Airport,2012,Airport2012,5/30/2012,8:00,5/30/2012 8:00,12,Air,,
1251,Airport,2012,Airport2012,5/30/2012,9:00,5/30/2012 9:00,13,Air,,
1252,Airport,2012,Airport2012,5/30/2012,10:00,5/30/2012 10:00,14,Air,,
1253,Airport,2012,Airport2012,5/30/2012,11:00,5/30/2012 11:00,15,Air,,
1254,Airport,2012,Airport2012,5/30/2012,12:00,5/30/2012 12:00,17,Air,,
1255,Airport,2012,Airport2012,5/30/2012,13:00,5/30/2012 13:00,18,Air,,
1256,Airport,2012,Airport2012,5/30/2012,14:00,5/30/2012 14:00,20,Air,,
1257,Airport,2012,Airport2012,5/30/2012,15:00,5/30/2012 15:00,20,Air,,
1258,Airport,2012,Airport2012,5/30/2012,16:00,5/30/2012 16:00,21,Air,,
1259,Airport,2012,Airport2012,5/30/2012,17:00,5/30/2012 17:00,21,Air,,
1260,Airport,2012,Airport2012,5/30/2012,18:00,5/30/2012 18:00,21,Air,,
1261,Airport,2012,Airport2012,5/30/2012,19:00,5/30/2012 19:00,20,Air,,
1262,Airport,2012,Airport2012,5/30/2012,20:00,5/30/2012 20:00,18,Air,,
1263,Airport,2012,Airport2012,5/30/2012,21:00,5/30/2012 21:00,15,Air,,
1264,Airport,2012,Airport2012,5/30/2012,22:00,5/30/2012 22:00,13,Air,,
1265,Airport,2012,Airport2012,5/30/2012,23:00,5/30/2012 23:00,12,Air,,
1266,Airport,2012,Airport2012,5/31/2012,0:00,5/31/2012 0:00,10,Air,,
1267,Airport,2012,Airport2012,5/31/2012,1:00,5/31/2012 1:00,9,Air,,
1268,Airport,2012,Airport2012,5/31/2012,2:00,5/31/2012 2:00,8,Air,,
1269,Airport,2012,Airport2012,5/31/2012,3:00,5/31/2012 3:00,7,Air,,
1270,Airport,2012,Airport2012,5/31/2012,4:00,5/31/2012 4:00,7,Air,,
1271,Airport,2012,Airport2012,5/31/2012,5:00,5/31/2012 5:00,7,Air,,
1272,Airport,2012,Airport2012,5/31/2012,6:00,5/31/2012 6:00,8,Air,,
1273,Airport,2012,Airport2012,5/31/2012,7:00,5/31/2012 7:00,10,Air,,
1274,Airport,2012,Airport2012,5/31/2012,8:00,5/31/2012 8:00,12,Air,,
1275,Airport,2012,Airport2012,5/31/2012,9:00,5/31/2012 9:00,14,Air,,
1276,Airport,2012,Airport2012,5/31/2012,10:00,5/31/2012 10:00,15,Air,,
1277,Airport,2012,Airport2012,5/31/2012,11:00,5/31/2012 11:00,17,Air,,
1278,Airport,2012,Airport2012,5/31/2012,12:00,5/31/2012 12:00,18,Air,,
1279,Airport,2012,Airport2012,5/31/2012,13:00,5/31/2012 13:00,19,Air,,
1280,Airport,2012,Airport2012,5/31/2012,14:00,5/31/2012 14:00,20,Air,,
1281,Airport,2012,Airport2012,5/31/2012,15:00,5/31/2012 15:00,21,Air,,
1282,Airport,2012,Airport2012,5/31/2012,16:00,5/31/2012 16:00,21,Air,,
1283,Airport,2012,Airport2012,5/31/2012,17:00,5/31/2012 17:00,21,Air,,
1284,Airport,2012,Airport2012,5/31/2012,18:00,5/31/2012 18:00,21,Air,,
1285,Airport,2012,Airport2012,5/31/2012,19:00,5/31/2012 19:00,20,Air,,
1286,Airport,2012,Airport2012,5/31/2012,20:00,5/31/2012 20:00,18,Air,,
1287,Airport,2012,Airport2012,5/31/2012,21:00,5/31/2012 21:00,16,Air,,
1288,Airport,2012,Airport2012,5/31/2012,22:00,5/31/2012 22:00,14,Air,,
1289,Airport,2012,Airport2012,5/31/2012,23:00,5/31/2012 23:00,12,Air,,
1290,Airport,2012,Airport2012,6/1/2012,0:00,6/1/2012 0:00,11,Air,,
1291,Airport,2012,Airport2012,6/1/2012,1:00,6/1/2012 1:00,10,Air,,
1292,Airport,2012,Airport2012,6/1/2012,2:00,6/1/2012 2:00,9,Air,,
1293,Airport,2012,Airport2012,6/1/2012,3:00,6/1/2012 3:00,8,Air,,
1294,Airport,2012,Airport2012,6/1/2012,4:00,6/1/2012 4:00,6,Air,,
1295,Airport,2012,Airport2012,6/1/2012,5:00,6/1/2012 5:00,7,Air,,
1296,Airport,2012,Airport2012,6/1/2012,6:00,6/1/2012 6:00,8,Air,,
1297,Airport,2012,Airport2012,6/1/2012,7:00,6/1/2012 7:00,10,Air,,
1298,Airport,2012,Airport2012,6/1/2012,8:00,6/1/2012 8:00,9,Air,,
1299,Airport,2012,Airport2012,6/1/2012,9:00,6/1/2012 9:00,8,Air,,
1300,Airport,2012,Airport2012,6/1/2012,10:00,6/1/2012 10:00,9,Air,,
1301,Airport,2012,Airport2012,6/1/2012,11:00,6/1/2012 11:00,10,Air,,
1302,Airport,2012,Airport2012,6/1/2012,12:00,6/1/2012 12:00,11,Air,,
1303,Airport,2012,Airport2012,6/1/2012,13:00,6/1/2012 13:00,12,Air,,
1304,Airport,2012,Airport2012,6/1/2012,14:00,6/1/2012 14:00,13,Air,,
1305,Airport,2012,Airport2012,6/1/2012,15:00,6/1/2012 15:00,14,Air,,
1306,Airport,2012,Airport2012,6/1/2012,16:00,6/1/2012 16:00,15,Air,,
1307,Airport,2012,Airport2012,6/1/2012,17:00,6/1/2012 17:00,16,Air,,
1308,Airport,2012,Airport2012,6/1/2012,18:00,6/1/2012 18:00,15,Air,,
1309,Airport,2012,Airport2012,6/1/2012,19:00,6/1/2012 19:00,16,Air,,
1310,Airport,2012,Airport2012,6/1/2012,20:00,6/1/2012 20:00,18,Air,,
1311,Airport,2012,Airport2012,6/1/2012,21:00,6/1/2012 21:00,16,Air,,
1312,Airport,2012,Airport2012,6/1/2012,22:00,6/1/2012 22:00,14,Air,,
1313,Airport,2012,Airport2012,6/1/2012,23:00,6/1/2012 23:00,12,Air,,
1314,Airport,2012,Airport2012,6/2/2012,0:00,6/2/2012 0:00,11,Air,,
1315,Airport,2012,Airport2012,6/2/2012,1:00,6/2/2012 1:00,9,Air,,
1316,Airport,2012,Airport2012,6/2/2012,2:00,6/2/2012 2:00,9,Air,,
1317,Airport,2012,Airport2012,6/2/2012,3:00,6/2/2012 3:00,8,Air,,
1318,Airport,2012,Airport2012,6/2/2012,4:00,6/2/2012 4:00,7,Air,,
1319,Airport,2012,Airport2012,6/2/2012,5:00,6/2/2012 5:00,6,Air,,
1320,Airport,2012,Airport2012,6/2/2012,6:00,6/2/2012 6:00,7,Air,,
1321,Airport,2012,Airport2012,6/2/2012,7:00,6/2/2012 7:00,7,Air,,
1322,Airport,2012,Airport2012,6/2/2012,8:00,6/2/2012 8:00,8,Air,,
1323,Airport,2012,Airport2012,6/2/2012,9:00,6/2/2012 9:00,9,Air,,
1324,Airport,2012,Airport2012,6/2/2012,10:00,6/2/2012 10:00,10,Air,,
1325,Airport,2012,Airport2012,6/2/2012,11:00,6/2/2012 11:00,12,Air,,
1326,Airport,2012,Airport2012,6/2/2012,12:00,6/2/2012 12:00,13,Air,,
1327,Airport,2012,Airport2012,6/2/2012,13:00,6/2/2012 13:00,15,Air,,
1328,Airport,2012,Airport2012,6/2/2012,14:00,6/2/2012 14:00,17,Air,,
1329,Airport,2012,Airport2012,6/2/2012,15:00,6/2/2012 15:00,17,Air,,
1330,Airport,2012,Airport2012,6/2/2012,16:00,6/2/2012 16:00,16,Air,,
1331,Airport,2012,Airport2012,6/2/2012,17:00,6/2/2012 17:00,14,Air,,
1332,Airport,2012,Airport2012,6/2/2012,18:00,6/2/2012 18:00,14,Air,,
1333,Airport,2012,Airport2012,6/2/2012,19:00,6/2/2012 19:00,17,Air,,
1334,Airport,2012,Airport2012,6/2/2012,20:00,6/2/2012 20:00,17,Air,,
1335,Airport,2012,Airport2012,6/2/2012,21:00,6/2/2012 21:00,15,Air,,
1336,Airport,2012,Airport2012,6/2/2012,22:00,6/2/2012 22:00,13,Air,,
1337,Airport,2012,Airport2012,6/2/2012,23:00,6/2/2012 23:00,11,Air,,
1338,Airport,2012,Airport2012,6/3/2012,0:00,6/3/2012 0:00,9,Air,,
1339,Airport,2012,Airport2012,6/3/2012,1:00,6/3/2012 1:00,8,Air,,
1340,Airport,2012,Airport2012,6/3/2012,2:00,6/3/2012 2:00,7,Air,,
1341,Airport,2012,Airport2012,6/3/2012,3:00,6/3/2012 3:00,6,Air,,
1342,Airport,2012,Airport2012,6/3/2012,4:00,6/3/2012 4:00,5,Air,,
1343,Airport,2012,Airport2012,6/3/2012,5:00,6/3/2012 5:00,5,Air,,
1344,Airport,2012,Airport2012,6/3/2012,6:00,6/3/2012 6:00,6,Air,,
1345,Airport,2012,Airport2012,6/3/2012,7:00,6/3/2012 7:00,8,Air,,
1346,Airport,2012,Airport2012,6/3/2012,8:00,6/3/2012 8:00,10,Air,,
1347,Airport,2012,Airport2012,6/3/2012,9:00,6/3/2012 9:00,11,Air,,
1348,Airport,2012,Airport2012,6/3/2012,10:00,6/3/2012 10:00,14,Air,,
1349,Airport,2012,Airport2012,6/3/2012,11:00,6/3/2012 11:00,14,Air,,
1350,Airport,2012,Airport2012,6/3/2012,12:00,6/3/2012 12:00,15,Air,,
1351,Airport,2012,Airport2012,6/3/2012,13:00,6/3/2012 13:00,17,Air,,
1352,Airport,2012,Airport2012,6/3/2012,14:00,6/3/2012 14:00,18,Air,,
1353,Airport,2012,Airport2012,6/3/2012,15:00,6/3/2012 15:00,18,Air,,
1354,Airport,2012,Airport2012,6/3/2012,16:00,6/3/2012 16:00,19,Air,,
1355,Airport,2012,Airport2012,6/3/2012,17:00,6/3/2012 17:00,19,Air,,
1356,Airport,2012,Airport2012,6/3/2012,18:00,6/3/2012 18:00,19,Air,,
1357,Airport,2012,Airport2012,6/3/2012,19:00,6/3/2012 19:00,18,Air,,
1358,Airport,2012,Airport2012,6/3/2012,20:00,6/3/2012 20:00,17,Air,,
1359,Airport,2012,Airport2012,6/3/2012,21:00,6/3/2012 21:00,16,Air,,
1360,Airport,2012,Airport2012,6/3/2012,22:00,6/3/2012 22:00,12,Air,,
1361,Airport,2012,Airport2012,6/3/2012,23:00,6/3/2012 23:00,10,Air,,
1362,Airport,2012,Airport2012,6/4/2012,0:00,6/4/2012 0:00,9,Air,,
1363,Airport,2012,Airport2012,6/4/2012,1:00,6/4/2012 1:00,8,Air,,
1364,Airport,2012,Airport2012,6/4/2012,2:00,6/4/2012 2:00,7,Air,,
1365,Airport,2012,Airport2012,6/4/2012,3:00,6/4/2012 3:00,6,Air,,
1366,Airport,2012,Airport2012,6/4/2012,4:00,6/4/2012 4:00,5,Air,,
1367,Airport,2012,Airport2012,6/4/2012,5:00,6/4/2012 5:00,6,Air,,
1368,Airport,2012,Airport2012,6/4/2012,6:00,6/4/2012 6:00,7,Air,,
1369,Airport,2012,Airport2012,6/4/2012,7:00,6/4/2012 7:00,8,Air,,
1370,Airport,2012,Airport2012,6/4/2012,8:00,6/4/2012 8:00,10,Air,,
1371,Airport,2012,Airport2012,6/4/2012,9:00,6/4/2012 9:00,11,Air,,
1372,Airport,2012,Airport2012,6/4/2012,10:00,6/4/2012 10:00,13,Air,,
1373,Airport,2012,Airport2012,6/4/2012,11:00,6/4/2012 11:00,14,Air,,
1374,Airport,2012,Airport2012,6/4/2012,12:00,6/4/2012 12:00,16,Air,,
1375,Airport,2012,Airport2012,6/4/2012,13:00,6/4/2012 13:00,16,Air,,
1376,Airport,2012,Airport2012,6/4/2012,14:00,6/4/2012 14:00,17,Air,,
1377,Airport,2012,Airport2012,6/4/2012,15:00,6/4/2012 15:00,18,Air,,
1378,Airport,2012,Airport2012,6/4/2012,16:00,6/4/2012 16:00,19,Air,,
1379,Airport,2012,Airport2012,6/4/2012,17:00,6/4/2012 17:00,19,Air,,
1380,Airport,2012,Airport2012,6/4/2012,18:00,6/4/2012 18:00,19,Air,,
1381,Airport,2012,Airport2012,6/4/2012,19:00,6/4/2012 19:00,19,Air,,
1382,Airport,2012,Airport2012,6/4/2012,20:00,6/4/2012 20:00,17,Air,,
1383,Airport,2012,Airport2012,6/4/2012,21:00,6/4/2012 21:00,14,Air,,
1384,Airport,2012,Airport2012,6/4/2012,22:00,6/4/2012 22:00,12,Air,,
1385,Airport,2012,Airport2012,6/4/2012,23:00,6/4/2012 23:00,10,Air,,
1386,Airport,2012,Airport2012,6/5/2012,0:00,6/5/2012 0:00,9,Air,,
1387,Airport,2012,Airport2012,6/5/2012,1:00,6/5/2012 1:00,8,Air,,
1388,Airport,2012,Airport2012,6/5/2012,2:00,6/5/2012 2:00,7,Air,,
1389,Airport,2012,Airport2012,6/5/2012,3:00,6/5/2012 3:00,6,Air,,
1390,Airport,2012,Airport2012,6/5/2012,4:00,6/5/2012 4:00,6,Air,,
1391,Airport,2012,Airport2012,6/5/2012,5:00,6/5/2012 5:00,6,Air,,
1392,Airport,2012,Airport2012,6/5/2012,6:00,6/5/2012 6:00,6,Air,,
1393,Airport,2012,Airport2012,6/5/2012,7:00,6/5/2012 7:00,8,Air,,
