Date,Day,Site,Year,SiteYear,Sample,Larvae,Pupae,Total,Beetle,logTotal
14-Jun-17,14-Jun-17,East,2017,East2017,7,0,0,0,0,0
14-Jun-17,14-Jun-17,East,2017,East2017,8,0,0,0,0,0
14-Jun-17,14-Jun-17,East,2017,East2017,9,0,0,0,0,0
14-Jun-17,14-Jun-17,East,2017,East2017,10,0,0,0,0,0
14-Jun-17,14-Jun-17,East,2017,East2017,11,0,0,0,0,0
14-Jun-17,14-Jun-17,East,2017,East2017,12,0,0,0,0,0
14-Jun-17,14-Jun-17,East,2017,East2017,13,0,0,0,1,0
14-Jun-17,14-Jun-17,East,2017,East2017,14,0,0,0,0,0
14-Jun-17,14-Jun-17,East,2017,East2017,15,0,0,0,0,0
24-May-11,24-May-17,Ice,2011,Ice2011,10,6,0,6,0,1.945910149
24-May-11,24-May-17,Ice,2011,Ice2011,11,6,0,6,0,1.945910149
24-May-11,24-May-17,Ice,2011,Ice2011,12,6,0,6,0,1.945910149
24-May-11,24-May-17,Ice,2011,Ice2011,5,5,0,5,0,1.791759469
24-May-11,24-May-17,Ice,2011,Ice2011,6,3,0,3,0,1.386294361
24-May-11,24-May-17,Ice,2011,Ice2011,1,2,0,2,0,1.098612289
24-May-11,24-May-17,Ice,2011,Ice2011,2,2,0,2,0,1.098612289
24-May-11,24-May-17,Ice,2011,Ice2011,7,2,0,2,0,1.098612289
24-May-11,24-May-17,Ice,2011,Ice2011,14,2,0,2,0,1.098612289
24-May-11,24-May-17,Ice,2011,Ice2011,3,1,0,1,0,0.693147181
24-May-11,24-May-17,Ice,2011,Ice2011,4,1,0,1,0,0.693147181
24-May-11,24-May-17,Ice,2011,Ice2011,15,1,0,1,0,0.693147181
24-May-11,24-May-17,Ice,2011,Ice2011,8,0,0,0,0,0
24-May-11,24-May-17,Ice,2011,Ice2011,9,0,0,0,0,0
24-May-11,24-May-17,Ice,2011,Ice2011,13,0,0,0,0,0
30-May-11,30-May-17,Ice,2011,Ice2011,12,16,0,16,0,2.833213344
30-May-11,30-May-17,Ice,2011,Ice2011,1,11,0,11,0,2.48490665
30-May-11,30-May-17,Ice,2011,Ice2011,9,11,0,11,0,2.48490665
30-May-11,30-May-17,Ice,2011,Ice2011,15,9,0,9,0,2.302585093
30-May-11,30-May-17,Ice,2011,Ice2011,11,6,0,6,0,1.945910149
30-May-11,30-May-17,Ice,2011,Ice2011,3,5,0,5,0,1.791759469
30-May-11,30-May-17,Ice,2011,Ice2011,6,5,0,5,0,1.791759469
30-May-11,30-May-17,Ice,2011,Ice2011,8,5,0,5,0,1.791759469
30-May-11,30-May-17,Ice,2011,Ice2011,10,4,0,4,0,1.609437912
30-May-11,30-May-17,Ice,2011,Ice2011,4,2,0,2,0,1.098612289
30-May-11,30-May-17,Ice,2011,Ice2011,13,2,0,2,0,1.098612289
30-May-11,30-May-17,Ice,2011,Ice2011,7,1,0,1,2,0.693147181
30-May-11,30-May-17,Ice,2011,Ice2011,14,1,0,1,1,0.693147181
30-May-11,30-May-17,Ice,2011,Ice2011,2,0,0,0,1,0
30-May-11,30-May-17,Ice,2011,Ice2011,5,0,0,0,1,0
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,1,13,0,13,0,2.63905733
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,13,12,0,12,0,2.564949357
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,15,7,0,7,0,2.079441542
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,6,6,0,6,1,1.945910149
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,12,5,0,5,0,1.791759469
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,14,4,0,4,0,1.609437912
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,5,3,0,3,0,1.386294361
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,7,2,0,2,1,1.098612289
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,11,2,0,2,0,1.098612289
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,4,1,0,1,0,0.693147181
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,10,1,0,1,0,0.693147181
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,2,0,0,0,0,0
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,3,0,0,0,0,0
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,8,0,0,0,0,0
1-Jun-11,1-Jun-17,Ice,2011,Ice2011,9,0,0,0,0,0
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,4,5,0,5,17,1.791759469
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,6,5,0,5,5,1.791759469
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,15,5,0,5,6,1.791759469
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,9,3,0,3,1,1.386294361
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,8,2,0,2,6,1.098612289
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,12,2,0,2,1,1.098612289
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,2,1,0,1,3,0.693147181
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,3,1,0,1,5,0.693147181
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,5,1,0,1,5,0.693147181
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,7,1,0,1,2,0.693147181
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,10,1,0,1,1,0.693147181
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,11,1,0,1,3,0.693147181
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,14,1,0,1,1,0.693147181
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,1,0,0,0,2,0
6-Jun-11,6-Jun-17,Ice,2011,Ice2011,13,0,0,0,0,0
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,15,7,0,7,0,2.079441542
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,11,3,0,3,4,1.386294361
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,3,2,0,2,2,1.098612289
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,14,2,0,2,1,1.098612289
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,1,0,0,0,4,0
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,2,0,0,0,2,0
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,4,0,0,0,0,0
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,5,0,0,0,1,0
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,6,0,0,0,0,0
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,7,0,0,0,4,0
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,8,0,0,0,4,0
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,9,0,0,0,1,0
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,10,0,0,0,1,0
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,12,0,0,0,2,0
8-Jun-11,8-Jun-17,Ice,2011,Ice2011,13,0,0,0,1,0
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,2,0,4,4,0,1.609437912
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,13,3,0,3,2,1.386294361
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,15,2,1,3,3,1.386294361
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,5,2,0,2,1,1.098612289
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,9,1,1,2,1,1.098612289
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,14,1,1,2,1,1.098612289
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,6,1,0,1,1,0.693147181
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,8,1,0,1,1,0.693147181
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,1,0,0,0,0,0
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,3,0,0,0,1,0
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,4,0,0,0,2,0
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,7,0,0,0,3,0
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,10,0,0,0,0,0
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,11,0,0,0,2,0
10-Jun-11,10-Jun-17,Ice,2011,Ice2011,12,0,0,0,0,0
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,15,1,12,13,0,2.63905733
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,1,1,7,8,2,2.197224577
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,14,0,7,7,1,2.079441542
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,13,1,5,6,2,1.945910149
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,11,2,2,4,0,1.609437912
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,12,0,4,4,1,1.609437912
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,10,0,2,2,0,1.098612289
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,3,0,1,1,2,0.693147181
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,4,1,0,1,0,0.693147181
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,7,0,1,1,1,0.693147181
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,2,0,0,0,1,0
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,5,0,0,0,2,0
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,6,0,0,0,2,0
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,8,0,0,0,0,0
13-Jun-11,13-Jun-17,Ice,2011,Ice2011,9,0,0,0,6,0
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,1,0,6,6,0,1.945910149
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,4,0,5,5,0,1.791759469
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,11,0,4,4,1,1.609437912
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,2,0,3,3,1,1.386294361
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,10,0,2,2,1,1.098612289
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,5,0,1,1,0,0.693147181
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,14,0,1,1,0,0.693147181
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,15,0,1,1,0,0.693147181
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,3,0,0,0,0,0
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,6,0,0,0,0,0
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,7,0,0,0,1,0
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,8,0,0,0,1,0
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,9,0,0,0,0,0
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,12,0,0,0,0,0
15-Jun-11,15-Jun-17,Ice,2011,Ice2011,13,0,0,0,0,0
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,12,0,5,5,2,1.791759469
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,10,0,4,4,3,1.609437912
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,8,0,3,3,1,1.386294361
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,9,0,1,1,2,0.693147181
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,11,0,1,1,0,0.693147181
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,1,0,0,0,0,0
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,2,0,0,0,0,0
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,3,0,0,0,1,0
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,4,0,0,0,0,0
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,5,0,0,0,5,0
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,6,0,0,0,3,0
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,7,0,0,0,3,0
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,13,0,0,0,0,0
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,14,0,0,0,0,0
17-Jun-11,17-Jun-17,Ice,2011,Ice2011,15,0,0,0,0,0
8-May-12,8-May-17,Ice,2012,Ice2012,8,6,0,6,0,1.945910149
8-May-12,8-May-17,Ice,2012,Ice2012,13,3,0,3,0,1.386294361
8-May-12,8-May-17,Ice,2012,Ice2012,3,1,0,1,0,0.693147181
8-May-12,8-May-17,Ice,2012,Ice2012,4,1,0,1,0,0.693147181
8-May-12,8-May-17,Ice,2012,Ice2012,1,0,0,0,0,0
8-May-12,8-May-17,Ice,2012,Ice2012,2,0,0,0,0,0
8-May-12,8-May-17,Ice,2012,Ice2012,5,0,0,0,0,0
8-May-12,8-May-17,Ice,2012,Ice2012,6,0,0,0,0,0
8-May-12,8-May-17,Ice,2012,Ice2012,7,0,0,0,0,0
8-May-12,8-May-17,Ice,2012,Ice2012,9,0,0,0,0,0
8-May-12,8-May-17,Ice,2012,Ice2012,10,0,0,0,0,0
8-May-12,8-May-17,Ice,2012,Ice2012,11,0,0,0,0,0
8-May-12,8-May-17,Ice,2012,Ice2012,12,0,0,0,0,0
8-May-12,8-May-17,Ice,2012,Ice2012,14,0,0,0,0,0
8-May-12,8-May-17,Ice,2012,Ice2012,15,0,0,0,0,0
14-May-12,14-May-17,Ice,2012,Ice2012,2,2,0,2,0,1.098612289
14-May-12,14-May-17,Ice,2012,Ice2012,3,1,0,1,0,0.693147181
14-May-12,14-May-17,Ice,2012,Ice2012,7,1,0,1,0,0.693147181
14-May-12,14-May-17,Ice,2012,Ice2012,10,1,0,1,0,0.693147181
14-May-12,14-May-17,Ice,2012,Ice2012,14,1,0,1,0,0.693147181
14-May-12,14-May-17,Ice,2012,Ice2012,1,0,0,0,0,0
14-May-12,14-May-17,Ice,2012,Ice2012,4,0,0,0,0,0
14-May-12,14-May-17,Ice,2012,Ice2012,5,0,0,0,0,0
14-May-12,14-May-17,Ice,2012,Ice2012,6,0,0,0,0,0
14-May-12,14-May-17,Ice,2012,Ice2012,8,0,0,0,0,0
14-May-12,14-May-17,Ice,2012,Ice2012,9,0,0,0,0,0
14-May-12,14-May-17,Ice,2012,Ice2012,11,0,0,0,0,0
14-May-12,14-May-17,Ice,2012,Ice2012,12,0,0,0,0,0
14-May-12,14-May-17,Ice,2012,Ice2012,13,0,0,0,0,0
14-May-12,14-May-17,Ice,2012,Ice2012,15,0,0,0,0,0
21-May-12,21-May-17,Ice,2012,Ice2012,5,5,0,5,0,1.791759469
21-May-12,21-May-17,Ice,2012,Ice2012,6,2,0,2,0,1.098612289
21-May-12,21-May-17,Ice,2012,Ice2012,11,2,0,2,0,1.098612289
21-May-12,21-May-17,Ice,2012,Ice2012,1,1,0,1,0,0.693147181
21-May-12,21-May-17,Ice,2012,Ice2012,7,1,0,1,0,0.693147181
21-May-12,21-May-17,Ice,2012,Ice2012,8,1,0,1,0,0.693147181
21-May-12,21-May-17,Ice,2012,Ice2012,9,1,0,1,0,0.693147181
21-May-12,21-May-17,Ice,2012,Ice2012,13,1,0,1,0,0.693147181
21-May-12,21-May-17,Ice,2012,Ice2012,2,0,0,0,0,0
21-May-12,21-May-17,Ice,2012,Ice2012,3,0,0,0,0,0
21-May-12,21-May-17,Ice,2012,Ice2012,4,0,0,0,0,0
21-May-12,21-May-17,Ice,2012,Ice2012,10,0,0,0,0,0
21-May-12,21-May-17,Ice,2012,Ice2012,12,0,0,0,0,0
21-May-12,21-May-17,Ice,2012,Ice2012,14,0,0,0,0,0
21-May-12,21-May-17,Ice,2012,Ice2012,15,0,0,0,0,0
28-May-12,28-May-17,Ice,2012,Ice2012,3,2,0,2,0,1.098612289
28-May-12,28-May-17,Ice,2012,Ice2012,5,1,0,1,2,0.693147181
28-May-12,28-May-17,Ice,2012,Ice2012,10,1,0,1,3,0.693147181
28-May-12,28-May-17,Ice,2012,Ice2012,14,0,1,1,2,0.693147181
28-May-12,28-May-17,Ice,2012,Ice2012,1,0,0,0,2,0
28-May-12,28-May-17,Ice,2012,Ice2012,2,0,0,0,6,0
28-May-12,28-May-17,Ice,2012,Ice2012,4,0,0,0,1,0
28-May-12,28-May-17,Ice,2012,Ice2012,6,0,0,0,2,0
28-May-12,28-May-17,Ice,2012,Ice2012,7,0,0,0,1,0
28-May-12,28-May-17,Ice,2012,Ice2012,8,0,0,0,3,0
28-May-12,28-May-17,Ice,2012,Ice2012,9,0,0,0,0,0
28-May-12,28-May-17,Ice,2012,Ice2012,11,0,0,0,1,0
28-May-12,28-May-17,Ice,2012,Ice2012,12,0,0,0,1,0
28-May-12,28-May-17,Ice,2012,Ice2012,13,0,0,0,2,0
28-May-12,28-May-17,Ice,2012,Ice2012,15,0,0,0,2,0
31-May-12,31-May-17,Ice,2012,Ice2012,8,0,1,1,2,0.693147181
31-May-12,31-May-17,Ice,2012,Ice2012,11,1,0,1,0,0.693147181
31-May-12,31-May-17,Ice,2012,Ice2012,14,1,0,1,2,0.693147181
31-May-12,31-May-17,Ice,2012,Ice2012,1,0,0,0,1,0
31-May-12,31-May-17,Ice,2012,Ice2012,2,0,0,0,0,0
31-May-12,31-May-17,Ice,2012,Ice2012,3,0,0,0,0,0
31-May-12,31-May-17,Ice,2012,Ice2012,4,0,0,0,3,0
31-May-12,31-May-17,Ice,2012,Ice2012,5,0,0,0,3,0
31-May-12,31-May-17,Ice,2012,Ice2012,6,0,0,0,0,0
31-May-12,31-May-17,Ice,2012,Ice2012,7,0,0,0,1,0
31-May-12,31-May-17,Ice,2012,Ice2012,9,0,0,0,1,0
31-May-12,31-May-17,Ice,2012,Ice2012,10,0,0,0,1,0
31-May-12,31-May-17,Ice,2012,Ice2012,12,0,0,0,1,0
31-May-12,31-May-17,Ice,2012,Ice2012,13,0,0,0,1,0
31-May-12,31-May-17,Ice,2012,Ice2012,15,0,0,0,0,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,11,0,1,1,2,0.693147181
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,1,0,0,0,2,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,2,0,0,0,1,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,3,0,0,0,2,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,4,0,0,0,1,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,5,0,0,0,1,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,6,0,0,0,2,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,7,0,0,0,1,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,8,0,0,0,1,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,9,0,0,0,0,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,10,0,0,0,0,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,12,0,0,0,0,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,13,0,0,0,1,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,14,0,0,0,5,0
4-Jun-12,4-Jun-17,Ice,2012,Ice2012,15,0,0,0,3,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,1,0,0,0,1,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,2,0,0,0,1,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,3,0,0,0,3,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,4,0,0,0,3,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,5,0,0,0,1,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,6,0,0,0,1,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,7,0,0,0,0,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,8,0,0,0,0,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,9,0,0,0,1,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,10,0,0,0,0,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,11,0,0,0,0,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,12,0,0,0,0,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,13,0,0,0,0,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,14,0,0,0,0,0
12-Jun-12,12-Jun-17,Ice,2012,Ice2012,15,0,0,0,0,0
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,12,0,10,10,1,2.397895273
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,15,0,8,8,0,2.197224577
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,2,0,6,6,2,1.945910149
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,13,0,6,6,1,1.945910149
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,10,0,5,5,0,1.791759469
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,11,0,5,5,1,1.791759469
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,5,0,4,4,2,1.609437912
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,9,0,3,3,0,1.386294361
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,6,0,2,2,1,1.098612289
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,7,1,1,2,0,1.098612289
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,1,0,1,1,1,0.693147181
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,3,0,1,1,0,0.693147181
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,14,0,1,1,0,0.693147181
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,4,0,0,0,0,0
4-Jun-16,4-Jun-17,Ice,2016,Ice2016,8,0,0,0,0,0
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,4,0,3,3,0,1.386294361
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,5,0,1,1,0,0.693147181
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,6,0,1,1,0,0.693147181
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,7,0,1,1,0,0.693147181
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,15,0,1,1,0,0.693147181
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,1,0,0,0,0,0
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,2,0,0,0,0,0
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,3,0,0,0,0,0
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,8,0,0,0,0,0
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,9,0,0,0,0,0
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,10,0,0,0,0,0
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,11,0,0,0,0,0
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,12,0,0,0,0,0
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,13,0,0,0,0,0
9-Jun-16,9-Jun-17,Ice,2016,Ice2016,14,0,0,0,0,0
17-May-17,17-May-17,Ice,2017,Ice2017,1,32,0,32,0,3.496507561
17-May-17,17-May-17,Ice,2017,Ice2017,6,28,0,28,0,3.36729583
17-May-17,17-May-17,Ice,2017,Ice2017,15,14,0,14,0,2.708050201
17-May-17,17-May-17,Ice,2017,Ice2017,5,12,0,12,0,2.564949357
17-May-17,17-May-17,Ice,2017,Ice2017,12,7,0,7,0,2.079441542
17-May-17,17-May-17,Ice,2017,Ice2017,8,6,0,6,0,1.945910149
17-May-17,17-May-17,Ice,2017,Ice2017,13,6,0,6,0,1.945910149
17-May-17,17-May-17,Ice,2017,Ice2017,7,5,0,5,0,1.791759469
17-May-17,17-May-17,Ice,2017,Ice2017,2,4,0,4,0,1.609437912
17-May-17,17-May-17,Ice,2017,Ice2017,9,4,0,4,0,1.609437912
17-May-17,17-May-17,Ice,2017,Ice2017,14,2,0,2,0,1.098612289
17-May-17,17-May-17,Ice,2017,Ice2017,10,1,0,1,0,0.693147181
17-May-17,17-May-17,Ice,2017,Ice2017,3,0,0,0,0,0
17-May-17,17-May-17,Ice,2017,Ice2017,4,0,0,0,0,0
17-May-17,17-May-17,Ice,2017,Ice2017,11,0,0,0,0,0
23-May-17,23-May-17,Ice,2017,Ice2017,12,10,11,21,0,3.091042453
23-May-17,23-May-17,Ice,2017,Ice2017,13,7,12,19,0,2.995732274
23-May-17,23-May-17,Ice,2017,Ice2017,14,6,13,19,0,2.995732274
23-May-17,23-May-17,Ice,2017,Ice2017,11,8,10,18,0,2.944438979
23-May-17,23-May-17,Ice,2017,Ice2017,15,0,14,14,0,2.708050201
23-May-17,23-May-17,Ice,2017,Ice2017,8,6,7,13,0,2.63905733
23-May-17,23-May-17,Ice,2017,Ice2017,3,9,2,11,0,2.48490665
23-May-17,23-May-17,Ice,2017,Ice2017,10,2,9,11,0,2.48490665
23-May-17,23-May-17,Ice,2017,Ice2017,9,1,8,9,0,2.302585093
23-May-17,23-May-17,Ice,2017,Ice2017,6,3,5,8,0,2.197224577
23-May-17,23-May-17,Ice,2017,Ice2017,7,1,6,7,0,2.079441542
23-May-17,23-May-17,Ice,2017,Ice2017,5,1,4,5,0,1.791759469
23-May-17,23-May-17,Ice,2017,Ice2017,2,2,1,3,0,1.386294361
23-May-17,23-May-17,Ice,2017,Ice2017,4,0,3,3,0,1.386294361
23-May-17,23-May-17,Ice,2017,Ice2017,1,2,0,2,0,1.098612289
29-May-17,29-May-17,Ice,2017,Ice2017,4,6,0,6,8,1.945910149
29-May-17,29-May-17,Ice,2017,Ice2017,11,5,1,6,2,1.945910149
29-May-17,29-May-17,Ice,2017,Ice2017,12,3,1,4,3,1.609437912
29-May-17,29-May-17,Ice,2017,Ice2017,2,3,0,3,2,1.386294361
29-May-17,29-May-17,Ice,2017,Ice2017,3,3,0,3,2,1.386294361
29-May-17,29-May-17,Ice,2017,Ice2017,1,2,0,2,5,1.098612289
29-May-17,29-May-17,Ice,2017,Ice2017,6,2,0,2,11,1.098612289
29-May-17,29-May-17,Ice,2017,Ice2017,7,2,0,2,3,1.098612289
29-May-17,29-May-17,Ice,2017,Ice2017,9,2,0,2,9,1.098612289
29-May-17,29-May-17,Ice,2017,Ice2017,14,2,0,2,6,1.098612289
29-May-17,29-May-17,Ice,2017,Ice2017,8,1,0,1,6,0.693147181
29-May-17,29-May-17,Ice,2017,Ice2017,10,1,0,1,6,0.693147181
29-May-17,29-May-17,Ice,2017,Ice2017,13,1,0,1,5,0.693147181
29-May-17,29-May-17,Ice,2017,Ice2017,15,1,0,1,7,0.693147181
29-May-17,29-May-17,Ice,2017,Ice2017,5,0,0,0,3,0
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,6,0,6,6,0,1.945910149
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,9,0,5,5,1,1.791759469
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,7,0,4,4,0,1.609437912
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,5,0,3,3,3,1.386294361
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,3,0,2,2,1,1.098612289
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,12,0,2,2,1,1.098612289
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,2,0,1,1,1,0.693147181
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,4,0,1,1,2,0.693147181
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,8,0,1,1,2,0.693147181
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,10,0,1,1,1,0.693147181
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,14,0,1,1,1,0.693147181
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,1,0,0,0,3,0
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,11,0,0,0,0,0
4-Jun-17,4-Jun-17,Ice,2017,Ice2017,13,0,0,0,0,0
