Date,Day,Site,Year,SiteYear,Sample,Larvae,Pupae,Total,Beetle,SampleL,Emergence,PondPerimeter,Pondarea,Depth_1,Length_1.5,Littoral_aream3,Littoralarea_liters,Emergence,Larvalstage,Larvalstage2
29-May-18,29-May-17,Ice,2018,Ice2018,17,0,0,0,0,1.75,Before,141.4230769,1339.220769,0.2,1.5,42.42692308,42426.92308,Before,Two,Two
29-May-18,29-May-17,Ice,2018,Ice2018,18,0,0,0,0,1.75,Before,141.4230769,1339.220769,0.2,1.5,42.42692308,42426.92308,Before,Two,Two
29-May-18,29-May-17,Ice,2018,Ice2018,19,4,0,4,0,1.75,Before,141.4230769,1339.220769,0.2,1.5,42.42692308,42426.92308,Before,Two,Two
29-May-18,29-May-17,Ice,2018,Ice2018,20,1,0,1,0,1.75,Before,141.4230769,1339.220769,0.2,1.5,42.42692308,42426.92308,Before,Two,Two
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,1,2,0,2,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,2,11,0,11,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,3,2,0,2,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,4,2,0,2,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,5,0,0,0,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,6,0,0,0,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,7,11,0,11,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,8,4,0,4,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,9,2,0,2,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,10,5,0,5,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,11,0,0,0,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,12,22,0,22,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,13,33,0,33,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,14,8,0,8,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,15,17,0,17,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,16,16,0,16,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,17,9,0,9,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,18,15,0,15,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,19,0,0,0,0,1.75,Before,138.6384615,1284.034615,0.2,1.5,41.59153846,41591.53846,Before,TwoThree,TwoThree
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,1,7,0,7,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,2,10,0,10,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,3,3,0,3,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,4,8,0,8,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,5,2,0,2,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,6,11,0,11,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,7,24,0,24,1,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,8,15,0,15,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,9,0,0,0,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,10,8,0,8,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,11,5,0,5,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,12,6,0,6,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,13,2,0,2,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,14,12,0,12,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,15,6,0,6,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,16,1,0,1,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,17,10,0,10,0,1.75,Before,136.7820513,1247.243846,0.2,1.5,41.03461538,41034.61538,Before,ThreeFour,ThreeFour
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,1,2,2,4,0,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,2,0,0,0,0,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,3,6,0,6,0,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,4,1,0,1,0,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,5,10,1,11,0,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,6,20,11,31,3,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,7,9,9,18,0,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,8,23,58,81,0,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,9,8,5,13,1,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,10,1,2,3,0,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,11,2,3,5,1,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,12,2,1,3,0,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,13,5,2,7,2,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,14,0,0,0,0,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,15,5,3,8,1,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,16,0,5,5,0,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,17,1,1,2,1,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,18,0,1,1,0,1.75,Before,134.925641,1210.453077,0.2,1.5,40.47769231,40477.69231,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,1,0,8,8,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,2,0,34,34,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,3,0,10,10,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,4,0,12,12,2,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,5,1,19,20,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,6,5,49,54,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,7,1,107,108,1,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,8,2,33,35,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,9,0,2,2,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,10,1,8,9,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,11,0,8,8,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,12,0,10,10,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,13,0,15,15,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,14,0,1,1,1,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,15,0,1,1,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
16-Jun-18,16-Jun-17,Ice,2018,Ice2018,16,0,1,1,0,1.75,Before,133.0692308,1173.662308,0.2,1.5,39.92076923,39920.76923,Before,FourPupae,FourPupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,1,0,0,0,0,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,2,0,0,0,0,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,3,0,1,1,0,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,4,0,1,1,1,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,5,0,0,0,0,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,6,0,2,2,1,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,7,0,1,1,2,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,8,0,0,0,0,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,9,0,0,0,0,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,10,0,0,0,0,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,11,0,0,0,0,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,12,0,1,1,0,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,13,0,0,0,0,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,14,0,6,6,1,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,15,0,0,0,0,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,16,0,0,0,2,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
21-Jun-18,21-Jun-17,Ice,2018,Ice2018,17,0,2,2,0,1.75,After,130.7487179,1127.673846,0.2,1.5,39.22461538,39224.61538,After,Pupae,Pupae
24-Jun-18,24-Jun-17,Ice,2018,Ice2018,1,0,0,0,0,1.75,After,129.3564103,1100.080769,0.2,1.5,38.80692308,38806.92308,After,Pupae,Pupae
24-Jun-18,24-Jun-17,Ice,2018,Ice2018,2,0,0,0,0,1.75,After,129.3564103,1100.080769,0.2,1.5,38.80692308,38806.92308,After,Pupae,Pupae
24-Jun-18,24-Jun-17,Ice,2018,Ice2018,3,0,0,0,0,1.75,After,129.3564103,1100.080769,0.2,1.5,38.80692308,38806.92308,After,Pupae,Pupae
24-Jun-18,24-Jun-17,Ice,2018,Ice2018,4,0,1,1,0,1.75,After,129.3564103,1100.080769,0.2,1.5,38.80692308,38806.92308,After,Pupae,Pupae
24-Jun-18,24-Jun-17,Ice,2018,Ice2018,5,0,0,0,0,1.75,After,129.3564103,1100.080769,0.2,1.5,38.80692308,38806.92308,After,Pupae,Pupae
24-Jun-18,24-Jun-17,Ice,2018,Ice2018,6,0,0,0,0,1.75,After,129.3564103,1100.080769,0.2,1.5,38.80692308,38806.92308,After,Pupae,Pupae
24-Jun-18,24-Jun-17,Ice,2018,Ice2018,7,0,0,0,0,1.75,After,129.3564103,1100.080769,0.2,1.5,38.80692308,38806.92308,After,Pupae,Pupae
24-Jun-18,24-Jun-17,Ice,2018,Ice2018,8,0,0,0,0,1.75,After,129.3564103,1100.080769,0.2,1.5,38.80692308,38806.92308,After,Pupae,Pupae
24-Jun-18,24-Jun-17,Ice,2018,Ice2018,9,0,1,1,0,1.75,After,129.3564103,1100.080769,0.2,1.5,38.80692308,38806.92308,After,Pupae,Pupae
24-Jun-18,24-Jun-17,Ice,2018,Ice2018,10,0,0,0,0,1.75,After,129.3564103,1100.080769,0.2,1.5,38.80692308,38806.92308,After,Pupae,Pupae
28-Jun-18,28-Jun-17,Ice,2018,Ice2018,1,0,0,0,0,1.75,After,127.5,1063.29,0.2,1.5,38.25,38250,After,Pupae,Pupae
28-Jun-18,28-Jun-17,Ice,2018,Ice2018,2,0,0,0,0,1.75,After,127.5,1063.29,0.2,1.5,38.25,38250,After,Pupae,Pupae
28-Jun-18,28-Jun-17,Ice,2018,Ice2018,3,0,0,0,0,1.75,After,127.5,1063.29,0.2,1.5,38.25,38250,After,Pupae,Pupae
28-Jun-18,28-Jun-17,Ice,2018,Ice2018,4,0,0,0,0,1.75,After,127.5,1063.29,0.2,1.5,38.25,38250,After,Pupae,Pupae
28-Jun-18,28-Jun-17,Ice,2018,Ice2018,5,0,0,0,0,1.75,After,127.5,1063.29,0.2,1.5,38.25,38250,After,Pupae,Pupae
28-Jun-18,28-Jun-17,Ice,2018,Ice2018,6,0,0,0,0,1.75,After,127.5,1063.29,0.2,1.5,38.25,38250,After,Pupae,Pupae
28-Jun-18,28-Jun-17,Ice,2018,Ice2018,7,0,0,0,0,1.75,After,127.5,1063.29,0.2,1.5,38.25,38250,After,Pupae,Pupae
28-Jun-18,28-Jun-17,Ice,2018,Ice2018,8,0,0,0,0,1.75,After,127.5,1063.29,0.2,1.5,38.25,38250,After,Pupae,Pupae
28-Jun-18,28-Jun-17,Ice,2018,Ice2018,9,0,0,0,0,1.75,After,127.5,1063.29,0.2,1.5,38.25,38250,After,Pupae,Pupae
28-Jun-18,28-Jun-17,Ice,2018,Ice2018,10,0,0,0,0,1.75,After,127.5,1063.29,0.2,1.5,38.25,38250,After,Pupae,Pupae
28-Jun-18,28-Jun-17,Ice,2018,Ice2018,11,0,0,0,0,1.75,After,127.5,1063.29,0.2,1.5,38.25,38250,After,Pupae,Pupae
28-Jun-18,28-Jun-17,Ice,2018,Ice2018,12,0,0,0,0,1.75,After,127.5,1063.29,0.2,1.5,38.25,38250,After,Pupae,Pupae
15-May-18,15-May-17,NoOil,2018,NoOil2018,1,2,0,2,0,1.75,Hatch,58.4,198.57,0.2,1.5,17.52,17520,Hatch,Hatch,Hatch
15-May-18,15-May-17,NoOil,2018,NoOil2018,2,0,0,0,0,1.75,Hatch,58.4,199.57,0.2,1.5,17.52,17520,Hatch,Hatch,Hatch
15-May-18,15-May-17,NoOil,2018,NoOil2018,3,0,0,0,0,1.75,Hatch,58.4,200.57,0.2,1.5,17.52,17520,Hatch,Hatch,Hatch
15-May-18,15-May-17,NoOil,2018,NoOil2018,4,0,0,0,0,1.75,Hatch,58.4,201.57,0.2,1.5,17.52,17520,Hatch,Hatch,Hatch
15-May-18,15-May-17,NoOil,2018,NoOil2018,5,0,0,0,0,1.75,Hatch,58.4,202.57,0.2,1.5,17.52,17520,Hatch,Hatch,Hatch
15-May-18,15-May-17,NoOil,2018,NoOil2018,6,36,0,36,0,1.75,Hatch,58.4,203.57,0.2,1.5,17.52,17520,Hatch,Hatch,Hatch
15-May-18,15-May-17,NoOil,2018,NoOil2018,7,0,0,0,0,1.75,Hatch,58.4,204.57,0.2,1.5,17.52,17520,Hatch,Hatch,Hatch
15-May-18,15-May-17,NoOil,2018,NoOil2018,8,0,0,0,0,1.75,Hatch,58.4,205.57,0.2,1.5,17.52,17520,Hatch,Hatch,Hatch
15-May-18,15-May-17,NoOil,2018,NoOil2018,9,19,0,19,0,1.75,Hatch,58.4,206.57,0.2,1.5,17.52,17520,Hatch,Hatch,Hatch
15-May-18,15-May-17,NoOil,2018,NoOil2018,10,165,0,165,0,1.75,Hatch,58.4,207.57,0.2,1.5,17.52,17520,Hatch,Hatch,Hatch
19-May-18,19-May-17,NoOil,2018,NoOil2018,1,1,0,1,0,1.75,Before,56.8969697,190.2548485,0.2,1.5,17.06909091,17069.09091,Before,One,One
19-May-18,19-May-17,NoOil,2018,NoOil2018,2,278,0,278,0,1.75,Before,56.8969697,190.2548485,0.2,1.5,17.06909091,17069.09091,Before,One,One
19-May-18,19-May-17,NoOil,2018,NoOil2018,3,320,0,320,0,1.75,Before,56.8969697,190.2548485,0.2,1.5,17.06909091,17069.09091,Before,One,One
19-May-18,19-May-17,NoOil,2018,NoOil2018,4,615,0,615,0,1.75,Before,56.8969697,190.2548485,0.2,1.5,17.06909091,17069.09091,Before,One,One
19-May-18,19-May-17,NoOil,2018,NoOil2018,5,8,0,8,0,1.75,Before,56.8969697,190.2548485,0.2,1.5,17.06909091,17069.09091,Before,One,One
19-May-18,19-May-17,NoOil,2018,NoOil2018,6,11,0,11,0,1.75,Before,56.8969697,190.2548485,0.2,1.5,17.06909091,17069.09091,Before,One,One
19-May-18,19-May-17,NoOil,2018,NoOil2018,7,5,0,5,0,1.75,Before,56.8969697,190.2548485,0.2,1.5,17.06909091,17069.09091,Before,One,One
19-May-18,19-May-17,NoOil,2018,NoOil2018,8,75,0,75,0,1.75,Before,56.8969697,190.2548485,0.2,1.5,17.06909091,17069.09091,Before,One,One
19-May-18,19-May-17,NoOil,2018,NoOil2018,9,1,0,1,0,1.75,Before,56.8969697,190.2548485,0.2,1.5,17.06909091,17069.09091,Before,One,One
19-May-18,19-May-17,NoOil,2018,NoOil2018,10,2,0,2,0,1.75,Before,56.8969697,190.2548485,0.2,1.5,17.06909091,17069.09091,Before,One,One
24-May-18,24-May-17,NoOil,2018,NoOil2018,1,58,0,58,0,1.75,Before,55.01818182,179.8609091,0.2,1.5,16.50545455,16505.45455,Before,Two,Two
24-May-18,24-May-17,NoOil,2018,NoOil2018,2,95,0,95,0,1.75,Before,55.01818182,179.8609091,0.2,1.5,16.50545455,16505.45455,Before,Two,Two
24-May-18,24-May-17,NoOil,2018,NoOil2018,3,82,0,82,0,1.75,Before,55.01818182,179.8609091,0.2,1.5,16.50545455,16505.45455,Before,Two,Two
24-May-18,24-May-17,NoOil,2018,NoOil2018,4,7,0,7,0,1.75,Before,55.01818182,179.8609091,0.2,1.5,16.50545455,16505.45455,Before,Two,Two
24-May-18,24-May-17,NoOil,2018,NoOil2018,5,10,0,10,0,1.75,Before,55.01818182,179.8609091,0.2,1.5,16.50545455,16505.45455,Before,Two,Two
24-May-18,24-May-17,NoOil,2018,NoOil2018,6,13,0,13,0,1.75,Before,55.01818182,179.8609091,0.2,1.5,16.50545455,16505.45455,Before,Two,Two
24-May-18,24-May-17,NoOil,2018,NoOil2018,7,15,0,15,0,1.75,Before,55.01818182,179.8609091,0.2,1.5,16.50545455,16505.45455,Before,Two,Two
24-May-18,24-May-17,NoOil,2018,NoOil2018,8,53,0,53,0,1.75,Before,55.01818182,179.8609091,0.2,1.5,16.50545455,16505.45455,Before,Two,Two
24-May-18,24-May-17,NoOil,2018,NoOil2018,9,58,0,58,0,1.75,Before,55.01818182,179.8609091,0.2,1.5,16.50545455,16505.45455,Before,Two,Two
24-May-18,24-May-17,NoOil,2018,NoOil2018,10,50,0,50,0,1.75,Before,55.01818182,179.8609091,0.2,1.5,16.50545455,16505.45455,Before,Two,Two
27-May-18,27-May-17,NoOil,2018,NoOil2018,1,45,0,45,0,1.75,Before,53.89090909,173.6245455,0.2,1.5,16.16727273,16167.27273,Before,TwoThree,TwoThree
27-May-18,27-May-17,NoOil,2018,NoOil2018,2,92,0,92,0,1.75,Before,53.89090909,173.6245455,0.2,1.5,16.16727273,16167.27273,Before,TwoThree,TwoThree
27-May-18,27-May-17,NoOil,2018,NoOil2018,3,25,0,25,0,1.75,Before,53.89090909,173.6245455,0.2,1.5,16.16727273,16167.27273,Before,TwoThree,TwoThree
27-May-18,27-May-17,NoOil,2018,NoOil2018,4,24,0,24,0,1.75,Before,53.89090909,173.6245455,0.2,1.5,16.16727273,16167.27273,Before,TwoThree,TwoThree
27-May-18,27-May-17,NoOil,2018,NoOil2018,5,142,0,142,0,1.75,Before,53.89090909,173.6245455,0.2,1.5,16.16727273,16167.27273,Before,TwoThree,TwoThree
27-May-18,27-May-17,NoOil,2018,NoOil2018,6,19,0,19,0,1.75,Before,53.89090909,173.6245455,0.2,1.5,16.16727273,16167.27273,Before,TwoThree,TwoThree
27-May-18,27-May-17,NoOil,2018,NoOil2018,7,7,0,7,0,1.75,Before,53.89090909,173.6245455,0.2,1.5,16.16727273,16167.27273,Before,TwoThree,TwoThree
27-May-18,27-May-17,NoOil,2018,NoOil2018,8,24,0,24,0,1.75,Before,53.89090909,173.6245455,0.2,1.5,16.16727273,16167.27273,Before,TwoThree,TwoThree
27-May-18,27-May-17,NoOil,2018,NoOil2018,9,116,0,116,0,1.75,Before,53.89090909,173.6245455,0.2,1.5,16.16727273,16167.27273,Before,TwoThree,TwoThree
27-May-18,27-May-17,NoOil,2018,NoOil2018,10,151,0,151,0,1.75,Before,53.89090909,173.6245455,0.2,1.5,16.16727273,16167.27273,Before,TwoThree,TwoThree
1-Jun-18,1-Jun-17,NoOil,2018,NoOil2018,1,24,0,24,0,1.75,Before,52.01212121,163.2306061,0.2,1.5,15.60363636,15603.63636,Before,Four,Four
1-Jun-18,1-Jun-17,NoOil,2018,NoOil2018,2,15,0,15,1,1.75,Before,52.01212121,163.2306061,0.2,1.5,15.60363636,15603.63636,Before,Four,Four
